family,region,level,ownership,gender,is_saudi,n,mae,mape,pinball_p50
LEGAL,RUH,IC5,mnc,F,True,1,34270.73861985959,0.5465753114381631,17135.369309929796
PM,RUH,M4,semigov,M,True,1,33982.00768011793,0.4590567839602883,16991.003840058966
OPS,RUH,IC5,private,F,True,1,33899.703112196825,0.5828901835067704,16949.851556098412
SWE,RUH,IC6,public,M,True,1,32571.895721460984,0.49808466469866414,16285.947860730492
ENG_MECH,RUH,IC4,semigov,M,True,2,32453.570953251103,0.4677867994366988,16226.785476625551
HEALTH,RUH,VP,public,F,True,1,31412.895814223382,0.4302224075184715,15706.447907111691
SWE,RUH,D1,mnc,M,True,2,31356.33981000195,0.3519419914086983,15678.169905000976
ENG_CIVIL,RUH,M2,pif_backed,M,True,1,30940.954115626617,0.6243644093872229,15470.477057813308
LEGAL,EST,SVP,private,M,True,1,30495.591408221357,0.30870686749807,15247.795704110678
HEALTH,RUH,D2,pif_backed,F,True,1,30394.477508940705,0.4690093283891489,15197.238754470352
SWE,QAS,M1,semigov,M,True,1,29727.299454388714,0.6388626086990716,14863.649727194357
CUSTOMER,JED,D1,mnc,M,True,1,29599.275290290356,0.6820294744487387,14799.637645145178
SWE,RUH,M3,pif_backed,F,True,1,29374.55564335084,0.42140122692995075,14687.27782167542
DESIGN,TAB,M4,mnc,M,True,1,28803.275121172388,0.48725023115776983,14401.637560586194
DESIGN,RUH,IC3,mnc,F,True,1,28639.55694818832,0.6568194015441083,14319.77847409416
EDU,JED,VP,private,M,True,1,28631.185487593786,0.5226885679885018,14315.592743796893
DATA,EST,D2,pif_backed,M,True,1,28086.336188463167,0.35959193423135644,14043.168094231583
DATA,RUH,D2,semigov,M,False,1,27064.771435078597,0.6603263418222921,13532.385717539299
SALES,JED,IC3,mnc,F,True,1,26968.61957904693,0.6644710216734157,13484.309789523464
ENG_ELEC,RUH,IC5,semigov,M,True,1,26618.854456830177,0.5580357861546171,13309.427228415088
FIN,EST,IC6,private,F,True,1,26436.155766979504,0.5570109356007668,13218.077883489752
ENG_MECH,JED,D1,private,M,True,1,26130.589716340422,0.41070604488625134,13065.294858170211
HR,RUH,VP,pif_backed,M,True,1,25902.87363574611,0.332874293431104,12951.436817873055
PM,EST,IC6,private,F,True,1,25885.71371768068,0.5477891528917687,12942.85685884034
ENG_MECH,JED,IC5,private,M,True,1,25854.959450163922,0.5471402646697399,12927.479725081961
ENG_ELEC,RUH,M1,mnc,M,True,1,25675.684192805602,0.6622248353291386,12837.842096402801
LEGAL,MAD,VP,pif_backed,M,True,1,25555.143043245436,0.29102404225898576,12777.571521622718
FIN,EST,M2,semigov,M,True,1,25334.805787749483,0.4653194844134305,12667.402893874741
HEALTH,EST,D1,private,F,True,2,25111.022730163313,0.4371932218562664,12555.511365081657
SALES,RUH,M2,semigov,M,True,1,25091.740283319126,0.5109525662868373,12545.870141659563
FIN,JED,D3,startup,M,True,1,24573.689918857013,1.3490062717600337,12286.844959428507
FIN,EST,M1,semigov,M,True,1,24316.950175898088,0.518645542838559,12158.475087949044
MARKETING,RUH,IC5,private,M,True,1,24198.511018201996,0.5140687130476097,12099.255509100998
ENG_CIVIL,RUH,VP,startup,M,True,1,23872.772516977966,0.39987130369584023,11936.386258488983
PM,EST,IC5,public,F,True,1,23315.511201363883,0.5398600169150682,11657.755600681941
SALES,TAB,M3,mnc,F,True,1,23216.613205060465,0.41876936679924426,11608.306602530232
FIN,MAK,IC4,pif_backed,F,True,1,23145.546064741127,0.5764819888835435,11572.773032370564
SWE,RUH,M3,public,M,True,1,23143.710983259483,0.42451260347353326,11571.855491629742
ENG_ELEC,RUH,M3,semigov,M,True,1,23127.89980999374,0.46357184208914504,11563.94990499687
HEALTH,EST,SVP,private,M,True,1,23044.743805152517,0.3373371982750022,11522.371902576258
FIN,JED,D1,private,F,True,1,23007.316442628264,0.43387502020053287,11503.658221314132
FIN,MAK,VP,semigov,M,True,1,22938.828660832754,0.6828573944367954,11469.414330416377
ENG_CIVIL,RUH,M5,private,M,True,1,22769.00113359635,0.4658006572407023,11384.500566798175
DATA,JED,M3,private,M,True,1,22567.106451354935,0.5022893019638922,11283.553225677468
ENG_CIVIL,RUH,D2,private,M,True,1,22219.004788842867,0.44667584500987323,11109.502394421434
OPS,RUH,D1,startup,M,True,1,22154.426254931925,0.5843275778719482,11077.213127465962
CUSTOMER,MAD,IC6,mnc,F,True,1,22068.887623992327,0.5978606759412463,11034.443811996163
DESIGN,RUH,M2,public,F,True,1,22003.301069851077,0.46159478739881166,11001.650534925539
ENG_CIVIL,TAB,D1,private,M,True,1,21811.90878146125,0.5218652309706392,10905.954390730625
SWE,TAB,M5,private,M,True,1,21778.95830437602,1.2298218998060801,10889.47915218801
DATA,ASR,IC5,public,M,True,1,21672.009073028745,0.5900506769470301,10836.004536514372
PM,JED,M1,semigov,M,True,1,21437.510011832903,0.48243513022159973,10718.755005916451
HEALTH,RUH,M4,private,F,True,1,21300.0977177384,0.47664304884382885,10650.0488588692
SWE,RUH,IC4,semigov,M,True,1,21255.290619293264,0.47677006236725317,10627.645309646632
ENG_MECH,RUH,D3,public,M,True,1,21232.77259524855,0.32877426419593364,10616.386297624274
ENG_MECH,MAK,IC6,public,M,True,1,21200.243534019028,0.5103043170760859,10600.121767009514
FIN,RUH,VP,mnc,F,True,1,21170.7018749469,0.2432738248445784,10585.35093747345
DATA,JAZ,M2,private,M,True,1,21090.029090686854,0.5867095312178381,10545.014545343427
FIN,RUH,IC6,mnc,M,True,1,21077.004017696443,0.4175873251310148,10538.502008848222
DATA,HAI,IC6,private,M,True,1,21005.43335766326,0.46510379667020413,10502.71667883163
ENG_MECH,RUH,M3,private,M,True,2,20841.97371818635,0.40153865352753154,10420.986859093175
MARKETING,MAK,IC4,private,F,True,1,20765.58307663932,0.7260653734458802,10382.79153831966
OPS,RUH,VP,pif_backed,F,True,1,20756.513570383388,0.31098215391322154,10378.256785191694
PM,RUH,D1,public,M,True,1,20755.92044502304,0.36370609378914737,10377.96022251152
SWE,RUH,D1,startup,M,True,1,20488.247478611473,0.9588151413224885,10244.123739305736
MARKETING,RUH,D3,private,F,True,1,20339.78836668391,0.2889044905959274,10169.894183341956
SWE,RUH,M3,private,M,True,2,20078.00565804239,0.31768855603022095,10039.002829021196
SWE,MAD,IC6,private,F,True,1,20065.871834343754,0.43710546031526126,10032.935917171877
OPS,RUH,D1,private,M,True,1,19717.219943849035,0.36846027071012694,9858.609971924518
OPS,RUH,M3,startup,F,True,1,19711.344692538405,0.5239901924188993,9855.672346269203
MARKETING,RUH,VP,public,F,True,1,19672.5450067191,1.0636399989451586,9836.27250335955
ENG_CIVIL,RUH,IC3,private,M,True,1,19583.734593232846,0.6081480296361237,9791.867296616423
CUSTOMER,RUH,M3,private,M,True,1,19578.396012432822,0.5036324506663876,9789.198006216411
DESIGN,MAD,M2,private,F,True,1,19521.404113692734,0.6025257307463252,9760.702056846367
ENG_CIVIL,QAS,M3,mnc,M,True,1,19421.564452572224,0.5008532146203934,9710.782226286112
HR,BAH,M3,semigov,F,True,1,19142.86778093977,2.6419046310196457,9571.433890469885
ENG_ELEC,RUH,D2,private,M,True,1,19125.236221852057,0.8947557557994628,9562.618110926029
HEALTH,JED,IC4,semigov,F,True,1,19043.60095427998,0.589945489697224,9521.80047713999
SALES,TAB,IC5,semigov,F,True,2,18946.174596697943,0.3806976840738864,9473.087298348972
SALES,QAS,IC6,pif_backed,F,True,1,18856.555298652263,0.4462218220749736,9428.277649326132
DATA,MAK,M4,semigov,M,True,1,18788.325059353978,0.3227129354781166,9394.162529676989
ENG_CIVIL,RUH,VP,private,M,True,1,18702.041686398068,0.8228710816036049,9351.020843199034
ENG_ELEC,EST,M2,pif_backed,M,True,1,18520.681613366905,0.44801342961984675,9260.340806683453
SWE,EST,D1,private,F,True,1,18409.720132945637,1.0596279293722901,9204.860066472818
DATA,EST,IC6,semigov,F,True,1,18398.317730171526,0.3785158434626501,9199.158865085763
SWE,JAZ,M3,private,M,True,1,18346.512872518262,0.5399468339601621,9173.256436259131
ENG_ELEC,EST,IC2,mnc,F,True,1,18239.11521011326,0.7368680127714271,9119.55760505663
OPS,ASR,M1,pif_backed,F,True,1,18084.178651084552,0.6504727280409839,9042.089325542276
OPS,EST,M3,pif_backed,M,True,1,17929.259372266286,0.4532548109154655,8964.629686133143
CUSTOMER,JED,IC6,pif_backed,M,True,1,17700.173485698488,0.5529183751964596,8850.086742849244
FIN,EST,IC4,public,M,True,2,17398.849788261978,0.44518295610115743,8699.424894130989
PM,QAS,M2,semigov,M,True,2,17352.7770731836,0.49683087585255814,8676.3885365918
LEGAL,EST,M2,private,F,True,1,17171.457161598984,0.4007210629530072,8585.728580799492
LEGAL,BAH,M1,private,M,True,1,17111.378737663345,0.5851658207657116,8555.689368831672
OPS,EST,IC6,semigov,M,True,1,16837.21126456616,0.5250386308419397,8418.60563228308
EDU,EST,M3,private,F,True,1,16802.732224938034,0.4645078231139003,8401.366112469017
PM,JED,IC5,public,F,True,1,16704.786737901642,0.494707767555955,8352.393368950821
FIN,ASR,IC5,private,F,True,1,16618.21317169129,0.5081332165603732,8309.106585845646
ENG_ELEC,EST,M3,pif_backed,M,True,1,16525.679319782263,0.32062447594796467,8262.839659891131
SWE,EST,IC6,private,F,True,1,16325.567884936048,0.3282016272984726,8162.783942468024
SWE,EST,IC6,private,M,True,1,16323.69491516869,0.7625035370615971,8161.847457584345
SWE,RUH,IC4,pif_backed,F,True,2,16052.227395002343,0.4296742599353831,8026.113697501171
SUPPLY,ASR,IC5,semigov,M,True,1,15994.557491190699,0.5794727075871121,7997.278745595349
ENG_CIVIL,TAB,IC5,pif_backed,M,True,1,15957.216354142874,0.5580213706934689,7978.608177071437
HR,RUH,IC4,private,M,True,2,15917.040816331046,0.5302966187546899,7958.520408165523
FIN,JED,M3,pif_backed,M,True,1,15872.369437420486,0.3122666294936959,7936.184718710243
PM,RUH,M4,public,M,True,3,15868.155570480476,0.47640968757307767,7934.077785240238
FIN,MAD,IC6,mnc,M,True,1,15841.555175259353,0.34326277950862777,7920.777587629676
HEALTH,JAZ,IC6,public,M,True,1,15745.080663656016,0.5703625157868795,7872.540331828008
HEALTH,MAK,IC4,private,F,True,1,15715.312126581903,0.6250772864416272,7857.656063290951
MARKETING,QAS,M4,pif_backed,M,True,1,15656.45752494673,0.37571125499917285,7828.228762473365
CUSTOMER,RUH,M3,mnc,F,True,1,15570.110920698113,0.363970618129578,7785.055460349056
SWE,RUH,M4,private,M,True,1,15494.151019927762,0.3049583500343004,7747.075509963881
DESIGN,RUH,IC2,mnc,M,True,1,15489.73020576446,0.6234560033887323,7744.86510288223
SWE,RUH,M4,private,F,True,1,15467.238567806126,0.6504868202587896,7733.619283903063
ENG_MECH,QAS,M1,public,M,True,1,15457.393516506043,0.6365811148345282,7728.6967582530215
FIN,JED,D2,private,F,True,1,15443.401914000373,0.5724782305225925,7721.7009570001865
MARKETING,RUH,IC5,private,F,True,2,15414.940307261106,0.33561167667008374,7707.470153630553
SALES,MAK,IC6,public,M,True,1,15408.35676549374,0.4372336192394967,7704.17838274687
DATA,QAS,M4,public,F,True,1,15395.091615527235,0.31391186794269,7697.545807763618
FIN,RUH,M3,private,M,True,1,15373.794415847175,1.2524148158328432,7686.897207923587
SWE,MAK,IC6,mnc,M,True,1,15356.135332381247,0.4635170570415346,7678.067666190624
SWE,RUH,IC5,startup,F,True,1,15348.799488934583,0.39369145657583543,7674.399744467291
LEGAL,JED,IC4,private,F,True,2,15313.431809189413,0.45502970569490675,7656.715904594706
LEGAL,ASR,IC4,public,M,True,1,15304.232407674568,0.6570100411570517,7652.116203837284
OPS,EST,VP,public,F,True,1,15068.537176502534,0.33243001640225556,7534.268588251267
SALES,RUH,IC5,mnc,M,True,1,15037.891267388783,0.3619829173760409,7518.945633694391
PM,RUH,M4,private,M,True,1,14900.393449492134,0.2779723392051149,7450.196724746067
MARKETING,RUH,IC6,private,M,True,1,14769.052524570725,0.41755333413117607,7384.5262622853625
SALES,RUH,SVP,public,F,True,1,14650.036202301799,0.49146041641765814,7325.018101150899
CUSTOMER,RUH,IC4,startup,M,True,1,14627.555547792643,0.5837679371683508,7313.777773896321
ENG_CIVIL,RUH,D3,private,M,False,1,14484.181238440608,0.48126171844336724,7242.090619220304
SALES,JED,VP,private,M,True,1,14473.373784195457,0.26834878813923363,7236.686892097729
ENG_ELEC,RUH,D3,public,M,True,1,14439.373868284998,0.5418398668195564,7219.686934142499
DATA,EST,M4,public,M,False,1,14412.882505318008,0.6011025260802387,7206.441252659004
SWE,RUH,M2,startup,M,True,1,14372.76088981593,0.371934635980618,7186.380444907965
PM,RUH,M3,private,M,True,1,14357.92617843734,1.0607842665238079,7178.96308921867
OPS,QAS,M3,semigov,M,True,2,14290.419330291175,0.8776796980397885,7145.209665145588
PM,MAK,M1,startup,M,True,1,14254.367509467389,0.518949355125204,7127.1837547336945
MARKETING,JED,M1,mnc,M,True,1,14214.803731454966,0.41453793646976,7107.401865727483
FIN,MAD,IC6,private,M,True,1,14180.80483138161,0.4554112450375824,7090.402415690805
ENG_ELEC,MAK,M4,private,F,True,1,14151.546290234284,0.38555348839504894,7075.773145117142
ENG_MECH,JAZ,IC4,private,M,True,1,14143.919639728181,0.509157977378618,7071.959819864091
SWE,JED,M2,public,F,True,1,14127.08739195738,0.9308105385746193,7063.54369597869
FIN,RUH,M1,private,F,True,1,14121.55654990541,0.4437476642376479,7060.778274952705
SWE,RUH,M3,semigov,M,True,2,14006.568457184561,0.47860301077690653,7003.284228592281
SWE,MAK,IC5,public,F,True,2,13965.88357072782,0.3030909089598409,6982.94178536391
HEALTH,JED,VP,mnc,F,True,1,13933.33564957841,0.25897214385466893,6966.667824789205
DATA,EST,M3,startup,M,True,1,13917.086686463022,0.7780957071761831,6958.543343231511
MARKETING,MAD,IC5,private,F,True,1,13912.841469119507,0.4584369935829233,6956.420734559753
PM,TAB,IC5,public,M,True,1,13912.722776816698,0.5394853481311335,6956.361388408349
EDU,TAB,D1,private,F,True,1,13909.422088096155,0.4915372074651186,6954.711044048077
DATA,HAI,M5,private,F,True,1,13757.907680912533,0.2316216584344067,6878.953840456266
FIN,RUH,M3,mnc,M,True,2,13594.900120601727,1.3859783468857572,6797.450060300864
HR,QAS,IC5,semigov,M,True,1,13515.772669828717,0.4814506565844194,6757.8863349143585
SALES,RUH,M4,semigov,M,True,1,13509.888934786912,0.2562887450819751,6754.944467393456
PM,RUH,M3,public,M,True,1,13484.403800545042,0.2732734485674566,6742.201900272521
SUPPLY,JED,M2,private,M,True,1,13453.731609231694,0.4298030222060569,6726.865804615847
PM,TAB,M1,private,M,True,1,13386.32556630563,0.5205501774403815,6693.162783152815
FIN,NJR,D1,semigov,M,True,1,13378.692776754458,0.7900256155722856,6689.346388377229
SWE,HAI,IC5,mnc,F,True,1,13292.472552804014,1.430144272525424,6646.236276402007
ENG_MECH,RUH,M2,private,M,True,3,13275.698663833997,0.5502567124314259,6637.849331916998
ENG_MECH,QAS,IC3,public,M,True,1,13259.75469804291,0.5695168625373819,6629.877349021455
DATA,EST,IC4,private,M,True,1,13256.643545095123,0.4605916741516074,6628.3217725475615
ENG_MECH,EST,M3,pif_backed,M,True,2,13218.502892133129,0.2297971494181272,6609.251446066564
DATA,QAS,IC4,startup,M,True,1,13192.361200377496,0.47869548899108655,6596.180600188748
EDU,JED,D1,public,F,True,1,13178.222133409497,0.3631855574133329,6589.111066704749
ENG_MECH,RUH,IC4,private,F,True,1,13173.121377259733,0.4019072073730259,6586.5606886298665
CUSTOMER,MAK,IC6,private,M,True,1,13078.58020575239,0.4611163562566508,6539.290102876195
SWE,NJR,M2,private,M,True,1,13025.507434524065,0.42293513787260856,6512.753717262032
SWE,MAK,M3,private,M,True,1,12987.249216671997,0.7479638424844776,6493.624608335998
ENG_ELEC,RUH,IC5,pif_backed,M,True,1,12937.165484594465,0.339670682186813,6468.5827422972325
DESIGN,TAB,VP,mnc,M,True,1,12934.623300563893,0.20074415506212137,6467.311650281947
OPS,JED,M4,public,F,True,1,12912.190374813981,1.3251760965125754,6456.095187406991
FIN,RUH,IC5,public,F,True,1,12911.959587508736,0.4155518734568268,6455.979793754368
HEALTH,EST,IC4,private,M,True,1,12844.634118573484,0.5175490012260164,6422.317059286742
MARKETING,QAS,M4,semigov,F,True,1,12781.283232134361,0.820743879045321,6390.641616067181
FIN,MAK,D3,private,M,True,1,12772.755652453488,0.16977558506008517,6386.377826226744
CUSTOMER,EST,IC4,public,M,True,1,12697.044684142578,0.5712364773396099,6348.522342071289
DATA,RUH,M3,private,F,True,2,12637.479032046598,0.488558662112175,6318.739516023299
DATA,RUH,IC5,public,F,True,1,12597.037468486844,0.37712101615873733,6298.518734243422
HEALTH,EST,M1,public,F,True,1,12558.944851624992,0.4820993432315875,6279.472425812496
FIN,RUH,M1,private,M,True,1,12518.13929053508,0.4260109106984417,6259.06964526754
CUSTOMER,RUH,IC5,mnc,M,True,2,12500.107563965534,0.28286187735789486,6250.053781982767
ENG_MECH,RUH,IC3,public,M,True,1,12488.465939727084,0.47431085790671695,6244.232969863542
HEALTH,JED,IC5,pif_backed,M,True,1,12458.804872902696,0.3891143131625968,6229.402436451348
MARKETING,JED,IC5,semigov,F,True,1,12383.635678921757,2.518905518984097,6191.8178394608785
ENG_ELEC,JED,IC4,startup,F,True,1,12344.507254356766,1.8337115766868841,6172.253627178383
SWE,HAI,IC5,private,F,True,1,12312.109682515671,0.4211685311930614,6156.0548412578355
SALES,RUH,M3,private,F,True,2,12219.253723643309,0.3778174277424918,6109.6268618216545
DATA,RUH,IC3,pif_backed,M,True,3,12151.69891045024,0.391236068498044,6075.84945522512
DATA,JED,IC4,mnc,M,True,1,12081.721170022924,0.4040204395814079,6040.860585011462
HEALTH,RUH,IC6,startup,M,True,1,11945.309410544509,0.41327735130981486,5972.654705272254
DATA,RUH,IC5,public,M,True,1,11940.148566384581,0.3156150865426449,5970.074283192291
DATA,JED,IC4,semigov,F,True,1,11897.564984051696,0.41087197236510253,5948.782492025848
DATA,RUH,IC4,pif_backed,M,True,1,11810.499101149057,0.3923542376739468,5905.249550574528
ENG_ELEC,TAB,IC4,public,M,True,1,11800.32349910758,0.45204642709845133,5900.16174955379
PM,EST,IC4,public,F,True,1,11731.195356326001,0.45186783764929356,5865.597678163001
MARKETING,JED,D3,semigov,M,False,1,11655.748367008873,0.5001883068760687,5827.874183504437
OPS,RUH,IC6,public,M,True,1,11626.503330741038,0.34937839492629585,5813.251665370519
PM,RUH,IC4,semigov,M,True,2,11569.045132418547,0.39772930306713117,5784.5225662092735
SALES,JED,IC5,startup,M,True,1,11544.494524629068,0.9465630991948847,5772.247262314534
FIN,TAB,M1,public,M,True,1,11539.537251803991,0.41420663901522337,5769.768625901996
FIN,EST,D2,public,F,False,1,11532.883015006244,0.9736354730945096,5766.441507503122
FIN,QAS,M2,private,M,True,1,11486.831110594241,0.3175858472316192,5743.415555297121
SALES,RUH,M2,startup,F,True,1,11477.939324070638,0.8319984392912017,5738.969662035319
HEALTH,EST,M4,pif_backed,F,True,1,11431.712497392095,0.29423720657943175,5715.856248696047
MARKETING,RUH,IC4,mnc,F,True,2,11381.74422899717,0.6200922682964273,5690.872114498585
HEALTH,ASR,M2,private,M,True,1,11373.45641718567,0.44292772359335825,5686.728208592835
SWE,RUH,M3,mnc,M,True,1,11328.895804781125,0.2382074556614938,5664.447902390562
SWE,RUH,IC6,mnc,M,True,2,11287.145562176813,0.461362739073819,5643.572781088406
SWE,RUH,IC5,semigov,M,True,1,11244.150438665109,0.7728022432360244,5622.075219332554
ENG_ELEC,EST,M5,public,M,True,1,11108.39547140383,0.3458033804188718,5554.197735701915
HEALTH,RUH,M3,public,F,True,2,11068.151044851844,0.27489053031431476,5534.075522425922
SUPPLY,RUH,VP,semigov,M,True,1,10918.195216462322,0.21951314515238093,5459.097608231161
SWE,NJR,IC4,public,F,True,1,10909.452822980194,2.2441733026377633,5454.726411490097
DATA,HAI,IC3,private,F,True,1,10879.19625391183,0.4446132844961863,5439.598126955915
DESIGN,ASR,IC4,semigov,M,True,1,10838.33470737524,0.4339220580196434,5419.16735368762
PM,RUH,IC4,public,M,True,2,10822.66713361043,0.9195278051832908,5411.333566805215
EDU,EST,IC5,pif_backed,F,True,1,10821.32390489323,0.4464867004515326,5410.661952446615
SWE,EST,M4,public,M,True,1,10761.21948389045,0.6325550351461864,5380.609741945225
OPS,JAZ,IC6,semigov,F,True,1,10726.256161324256,0.49960098106908074,5363.128080662128
SALES,EST,M2,semigov,F,True,1,10705.080071455479,0.2794847618910555,5352.540035727739
SWE,EST,IC6,semigov,M,True,1,10699.308246365687,0.2924945079820705,5349.654123182843
SWE,MAK,M2,public,M,True,1,10692.399216654954,0.729574199007142,5346.199608327477
SALES,MAD,M4,public,M,True,1,10669.89733172696,0.3082471195380893,5334.94866586348
SWE,RUH,IC5,semigov,F,True,2,10653.281272296903,0.262484657414127,5326.640636148451
ENG_CIVIL,RUH,IC5,private,F,True,1,10574.521999843182,0.3896186901548587,5287.260999921591
DESIGN,EST,D1,private,F,True,1,10537.303150230036,0.2929023045510754,5268.651575115018
ENG_MECH,EST,IC5,mnc,M,True,1,10527.98052966809,0.293429394101637,5263.990264834045
DATA,RUH,IC3,private,M,True,2,10510.029174776562,1.3279456598026158,5255.014587388281
CUSTOMER,JED,M3,public,M,True,1,10506.433355918194,2.572013568682152,5253.216677959097
LEGAL,RUH,IC5,public,F,True,1,10461.547735446731,0.7373866270021104,5230.773867723366
PM,RUH,IC2,semigov,F,True,1,10422.931220964581,0.5164579414876617,5211.465610482291
ENG_MECH,ASR,IC3,startup,M,True,1,10340.195658237664,0.5378150278886628,5170.097829118832
PM,EST,IC5,mnc,M,True,1,10330.530450154385,0.7628878204907561,5165.265225077193
HEALTH,QAS,VP,private,F,True,1,10321.451206046455,0.1949973936046563,5160.725603023227
SUPPLY,QAS,M4,public,M,True,1,10319.584222195244,0.3176987291741161,5159.792111097622
FIN,RUH,IC6,private,M,True,1,10296.224366538045,0.33432730601064703,5148.112183269022
PM,RUH,IC4,private,M,True,5,10293.275063318453,0.29710664601493086,5146.637531659227
ENG_CIVIL,ASR,IC4,pif_backed,M,True,1,10262.860715286679,0.4847915252491185,5131.430357643339
OPS,RUH,M3,private,M,True,2,10261.064843954668,0.33372810970217415,5130.532421977334
DATA,QAS,M1,private,F,True,1,10226.264562727769,0.38796192358866366,5113.132281363884
ENG_CIVIL,EST,D1,semigov,M,True,1,10196.043285000493,0.722787161083553,5098.021642500246
CUSTOMER,TAB,D2,pif_backed,F,True,1,10189.393729420606,1.035576553752193,5094.696864710303
MARKETING,RUH,D1,private,M,True,1,10088.73547131979,0.42381141618705914,5044.367735659895
OPS,RUH,M2,pif_backed,M,True,1,10058.029229679236,0.3284108002361765,5029.014614839618
HEALTH,MAD,M1,pif_backed,F,False,1,9995.847320764457,0.7204558533669362,4997.923660382228
SALES,EST,IC4,public,M,True,1,9919.476503517388,0.38125695119692715,4959.738251758694
HR,JED,IC5,private,M,True,1,9918.683064834977,0.4022011822159316,4959.341532417488
OPS,QAS,M3,private,M,True,1,9839.012050482133,1.1531428121586274,4919.506025241067
SALES,QAS,M1,private,F,True,1,9805.234263246377,0.426308381109632,4902.6171316231885
HR,QAS,M1,private,F,True,1,9783.844050998503,0.41897965350809274,4891.9220254992515
PM,EST,IC5,private,M,True,1,9769.074344902487,0.9388176388401592,4884.537172451243
EDU,MAK,IC4,startup,M,True,1,9766.866149553503,0.5119304884035429,4883.433074776752
HR,RUH,VP,private,M,True,1,9757.830596944848,0.25338024169317225,4878.915298472424
OPS,RUH,M1,public,F,True,1,9749.337404461528,0.42861695133686434,4874.668702230764
EDU,EST,VP,pif_backed,M,True,1,9741.098733640749,0.19914043426973643,4870.549366820374
PM,RUH,IC6,private,F,True,1,9734.229381571326,0.7124941157370782,4867.114690785663
DATA,RUH,M2,public,M,False,1,9690.881240989776,0.5686356684910762,4845.440620494888
ENG_ELEC,EST,M1,private,M,True,1,9668.06289897828,0.8241824314789241,4834.03144948914
HR,EST,VP,public,F,True,1,9642.122792620998,0.18134946405484756,4821.061396310499
PM,RUH,IC4,pif_backed,F,True,1,9631.206389218518,0.3152878414856794,4815.603194609259
HEALTH,RUH,M4,private,M,True,2,9620.172023866176,0.2590023322837279,4810.086011933088
SWE,TAB,M2,private,M,True,1,9599.960922564089,0.32773253512936684,4799.980461282044
SWE,EST,M3,public,M,True,1,9581.460279955569,0.5639575575262995,4790.730139977784
FIN,EST,IC5,pif_backed,F,True,1,9559.033052352957,0.5935941056070555,4779.516526176479
DATA,RUH,D3,private,M,False,2,9547.180095535117,0.2929927775193566,4773.590047767559
ENG_ELEC,RUH,IC3,semigov,M,True,2,9529.906545877795,0.4187307587957221,4764.9532729388975
SUPPLY,EST,IC4,startup,M,True,1,9519.883874467387,0.3868418397685642,4759.941937233693
FIN,EST,M3,private,M,True,1,9511.259043387963,0.2750210089838166,4755.629521693982
ENG_ELEC,JED,M2,public,M,True,1,9503.045310104077,0.33597680554544146,4751.522655052038
