family,region,level,ownership,gender,is_saudi,n,mae,mape,pinball_p50
DATA,RUH,D3,private,M,False,2,60929.501488146074,0.44933008867797825,30464.750744073037
EDU,JED,D2,private,M,True,1,57187.10771,0.7573695988996064,28593.553855
DATA,EST,M1,mnc,M,True,1,52740.820010155985,0.6685746652191161,26370.410005077993
PM,RUH,M4,semigov,M,True,1,51434.382247198584,0.5499757033373782,25717.191123599292
ENG_ELEC,MAD,VP,private,M,False,1,51274.79771,0.7367574627970139,25637.398855
EDU,JED,VP,private,M,True,1,50882.387709999995,0.7352647632372153,25441.193854999998
EDU,JED,VP,private,F,True,1,50836.81771,0.7350903204060775,25418.408855
MARKETING,NJR,M4,private,F,True,1,50427.06771,0.7335114010707882,25213.533855
SWE,ASR,M4,semigov,M,True,1,48853.931115762585,0.6255130281352274,24426.965557881293
PM,RUH,VP,public,F,False,1,48679.58770999999,0.7265609021550892,24339.793854999996
DATA,HAI,M5,private,F,True,1,47453.57771,0.721464069541156,23726.788855
MARKETING,JED,D3,semigov,M,False,1,46052.448155597136,0.43776915340799316,23026.224077798568
SALES,RUH,M3,private,M,True,1,45604.571693878024,0.5650237731463443,22802.285846939012
DATA,RUH,M2,public,M,False,1,44554.46896674433,0.5791101285072368,22277.234483372165
SWE,RUH,M3,semigov,M,False,1,43915.43276152506,0.5528266549769401,21957.71638076253
ENG_CIVIL,RUH,CXO,public,M,False,1,43321.97770999999,0.7027951168351653,21660.988854999996
FIN,RUH,M2,pif_backed,F,True,1,43052.62909563962,0.5744303392726597,21526.31454781981
OPS,RUH,M5,mnc,M,False,1,43013.89543484422,0.5874161674196715,21506.94771742211
SWE,RUH,IC6,public,M,True,1,42995.248745076235,0.5204190677087523,21497.624372538117
ENG_CIVIL,RUH,M2,pif_backed,M,True,1,42519.55241211298,0.679150025086855,21259.77620605649
FIN,MAK,VP,semigov,M,True,1,42171.332292154664,0.9936849228134713,21085.666146077332
ENG_MECH,RUH,IC4,semigov,M,True,2,41617.724674655656,0.47864737439319704,20808.862337327828
SALES,RUH,IC4,semigov,M,False,1,41519.62775243653,0.7129507453842642,20759.813876218264
LEGAL,RUH,IC5,mnc,F,True,1,41473.04507681163,0.5973260291712156,20736.522538405814
HEALTH,RUH,SVP,private,F,True,1,41324.635196126226,0.6433031310984154,20662.317598063113
ENG_MECH,JED,D1,private,M,True,1,41229.80958134749,0.5129391084018083,20614.904790673743
SWE,RUH,D1,mnc,M,True,2,40248.92773571673,0.3510079616369162,20124.463867858365
MARKETING,EST,VP,mnc,M,False,1,40085.806788941634,0.4703440663208938,20042.903394470817
FIN,MAD,IC6,mnc,M,True,1,39983.59770999999,0.6857777166994659,19991.798854999994
SWE,QAS,M1,semigov,M,True,1,39815.63088884779,0.6772955368581025,19907.815444423893
DATA,HAI,IC6,private,M,True,1,38736.60771,0.6789103412848513,19368.303855
SWE,RUH,IC5,mnc,M,False,2,38251.41828678567,0.5055036018997594,19125.709143392836
SWE,RUH,VP,private,M,True,1,36494.350631093825,0.26715269115716417,18247.175315546912
LEGAL,RUH,D2,startup,F,True,1,36278.57771,0.6644549847066795,18139.288855
FIN,JED,D2,private,F,True,1,35757.44517914424,1.1970201301599401,17878.72258957212
ENG_MECH,JED,IC5,private,M,True,1,35298.71537650762,0.5912706412305112,17649.35768825381
MARKETING,NJR,M3,private,F,False,1,35179.01771,0.657558615753735,17589.508855
OPS,RUH,IC5,private,F,True,1,34918.07421771465,0.5422007330628182,17459.037108857327
PM,EST,IC6,mnc,F,False,1,34604.62045643213,0.5074959381024463,17302.310228216065
FIN,EST,M2,semigov,M,True,1,34192.22388885378,0.4970883752104933,17096.11194442689
ENG_MECH,MAK,IC6,public,M,True,1,34165.03770999999,0.6509429032345337,17082.518854999995
MARKETING,NJR,D3,pif_backed,M,False,1,34067.39770999999,0.650292333408796,17033.698854999995
ENG_CIVIL,MAK,D1,private,M,False,1,34025.32771,0.6500112752229168,17012.663855
FIN,EST,M1,semigov,M,True,1,33537.885067825904,0.5661999370257148,16768.942533912952
DATA,EST,M4,public,M,False,1,33459.24503926947,0.309109894366003,16729.622519634737
ENG_ELEC,RUH,IC5,semigov,M,True,1,33454.589399210105,0.5551380461192562,16727.294699605052
MARKETING,RUH,IC5,private,M,True,1,33364.14067926875,0.5610286919677043,16682.070339634374
MARKETING,JAZ,M3,private,M,False,1,33165.723553722535,2.614024513184322,16582.861776861268
ENG_ELEC,RUH,M1,mnc,M,True,1,32929.74367708434,0.6722710173008414,16464.87183854217
SWE,RUH,IC4,mnc,M,False,1,32779.01397458358,0.5815530021240909,16389.50698729179
ENG_MECH,RUH,D2,private,F,False,1,32200.166655946745,1.538615790796485,16100.083327973372
ENG_CIVIL,RUH,VP,startup,M,True,1,32032.932495166533,0.42470431850367324,16016.466247583267
SALES,JED,M5,private,M,True,1,31917.827709999994,0.6353292105119106,15958.913854999997
DATA,JAZ,M2,private,M,True,1,31678.349216213435,0.6975592568980257,15839.174608106718
DESIGN,RUH,IC3,mnc,F,True,1,31655.416825170465,0.6556116830342122,15827.708412585233
SUPPLY,MAK,D2,private,M,True,1,31654.997709999992,0.6334113392143577,15827.498854999996
HEALTH,MAD,IC4,semigov,F,False,1,31191.821117699783,0.7022583101013202,15595.910558849891
OPS,RUH,VP,private,M,False,1,31144.69706355328,1.0955494848300635,15572.34853177664
SWE,MAK,IC4,semigov,M,False,1,31076.499771005805,0.5652046400562396,15538.249885502903
PM,JED,M1,semigov,M,True,1,30762.776602698254,0.5479774865475877,15381.388301349127
EDU,EST,VP,pif_backed,M,True,1,30256.443097184914,0.4896006388726294,15128.221548592457
DATA,JED,D1,semigov,M,True,1,30214.797709999995,0.6225334449910805,15107.398854999998
EDU,RUH,SVP,private,F,True,1,29867.577709999994,0.6198135990288037,14933.788854999997
SWE,RUH,M3,pif_backed,F,True,1,29819.472800158794,0.3863166453358604,14909.736400079397
FIN,JED,M3,pif_backed,M,True,1,29762.642862890163,0.4634766987830949,14881.321431445082
FIN,JED,D1,semigov,M,False,1,29728.62681947912,1.0989856119569508,14864.31340973956
PM,ASR,D2,private,F,False,1,29717.337709999996,0.6186245509782303,14858.668854999998
MARKETING,RUH,D3,public,M,False,1,29563.349767007894,0.6300553445380944,14781.674883503947
DATA,RUH,IC3,public,M,False,1,29443.864580968107,0.7010532414091918,14721.932290484054
SWE,EST,D1,public,F,False,1,29413.34887014243,0.409690106603999,14706.674435071214
DESIGN,TAB,M4,public,F,True,1,29337.585784598195,1.7363740995353425,14668.792892299098
FIN,EST,IC6,public,M,False,1,29260.672432081716,0.5153276954811188,14630.336216040858
SWE,RUH,D1,startup,M,True,1,29014.121883616473,1.0747615055049708,14507.060941808237
ENG_ELEC,JAZ,IC4,pif_backed,M,False,1,28807.623919755337,0.7221621005283257,14403.811959877668
HEALTH,RUH,D2,semigov,F,False,1,28702.232415953928,0.4177334037159944,14351.116207976964
HEALTH,RUH,M4,public,F,False,1,28611.5559117811,0.47059447623151957,14305.77795589055
CUSTOMER,JED,D1,mnc,M,True,1,27875.24076857774,0.508409073050644,13937.62038428887
HEALTH,EST,D1,private,F,True,2,27860.092965890224,0.5133897752154708,13930.046482945112
ENG_MECH,RUH,M3,private,M,True,1,27809.29994672114,0.4537738658952884,13904.64997336057
ENG_CIVIL,RUH,D2,private,M,True,1,27782.768588025712,0.4420953899682944,13891.384294012856
FIN,MAK,IC4,pif_backed,F,True,1,27687.423974952035,0.6227587422061214,13843.711987476017
SWE,MAK,M2,semigov,F,False,1,27615.049448751677,0.4584794886414949,13807.524724375839
MARKETING,RUH,IC5,private,M,False,1,27565.024319742104,0.5544490918979119,13782.512159871052
ENG_ELEC,JED,IC6,public,M,False,1,27553.81653918833,0.5166423263870034,13776.908269594165
FIN,RUH,IC6,mnc,M,True,1,27494.487610709788,0.43117806583526896,13747.243805354894
OPS,JED,M4,public,F,True,1,27430.496369178058,2.542297143019288,13715.248184589029
SALES,EST,IC4,mnc,M,False,1,27416.280725357734,0.5282033894635086,13708.140362678867
FIN,JED,IC4,private,F,False,1,27031.47042911738,0.6459336454367827,13515.73521455869
CUSTOMER,JED,IC6,pif_backed,M,True,1,27009.689901663747,0.6678450290387037,13504.844950831874
SWE,RUH,IC4,semigov,M,True,1,26911.77944497131,0.4778118807138565,13455.889722485656
HEALTH,RUH,VP,public,F,True,1,26732.557531088663,0.33063173228007164,13366.278765544332
SWE,QAS,M3,private,M,False,1,26622.99512653365,1.2138106780769806,13311.497563266825
DATA,RUH,VP,mnc,M,False,1,26426.59628796515,0.25688841031272147,13213.298143982574
HEALTH,RUH,D2,pif_backed,F,True,1,26400.814483384325,0.3678943295630111,13200.407241692163
ENG_CIVIL,RUH,M5,private,M,True,1,26288.54598269846,0.42569179929907497,13144.27299134923
MARKETING,QAS,M4,semigov,F,True,1,26265.207649076045,1.5231160771170245,13132.603824538022
DATA,JAZ,M3,private,M,False,1,26198.26123529339,1.8262876869572369,13099.130617646695
CUSTOMER,RUH,M3,private,M,True,1,26150.149088195172,0.5324555588083157,13075.074544097586
PM,RUH,M4,private,M,False,1,26133.33845054314,0.40226134119769197,13066.66922527157
ENG_ELEC,MAK,M4,semigov,M,False,1,26060.995777348664,0.598066290507028,13030.497888674332
SWE,RUH,M4,private,F,True,1,25968.358169392453,0.9862549138080412,12984.179084696227
PM,EST,IC5,public,F,True,1,25957.54686542955,0.5427737537278354,12978.773432714775
SALES,QAS,IC6,pif_backed,F,True,1,25941.776102099393,0.5543794495756401,12970.888051049697
SWE,RUH,M3,private,M,True,2,25918.177761443498,0.34955255050967793,12959.088880721749
PM,EST,IC6,private,F,True,1,25788.73217295508,0.4928357983588101,12894.36608647754
SWE,EST,D1,private,F,True,1,25783.005570640107,1.3401663925990743,12891.502785320054
ENG_ELEC,EST,M2,pif_backed,M,True,1,25462.46597507582,0.48753649180958314,12731.23298753791
ENG_ELEC,EST,M3,pif_backed,M,True,1,25368.822538430388,0.389592207462955,12684.411269215194
CUSTOMER,MAK,IC6,private,M,True,1,25352.020930298237,0.7075141199992921,12676.010465149118
SWE,EST,M4,private,M,False,1,25217.963761297404,0.3678252068023899,12608.981880648702
FIN,RUH,M2,mnc,M,False,1,24811.19242280432,0.42600618602688434,12405.59621140216
DESIGN,TAB,M4,mnc,M,True,1,24774.430403926053,0.33173130637956466,12387.215201963027
ENG_ELEC,EST,M5,private,M,True,1,24769.704887328367,0.8640747448325261,12384.852443664184
DESIGN,RUH,D2,pif_backed,M,False,1,24752.265699586664,0.30098056815779256,12376.132849793332
SALES,EST,D2,private,F,False,1,24634.547709999995,0.5734970297965519,12317.273854999998
PM,QAS,M2,semigov,M,True,2,24582.967709999994,0.5618728779059596,12291.483854999997
HR,EST,VP,public,F,True,1,24539.034050620314,0.41679265007368577,12269.517025310157
MARKETING,RUH,VP,public,F,True,1,24513.6265398551,1.1969076666856324,12256.81326992755
EDU,MAK,D2,public,M,True,1,24498.697709999997,0.5721438859556197,12249.348854999998
EDU,RUH,IC4,mnc,F,False,1,24449.589110182536,0.6516925662667208,12224.794555091268
DESIGN,MAK,M1,startup,M,True,1,24040.230510162655,2.063532014496315,12020.115255081328
FIN,RUH,VP,mnc,F,True,1,23938.461758394667,0.24841358183615445,11969.230879197334
HEALTH,JED,CXO,private,M,True,1,23793.907709999996,0.5649836459466409,11896.953854999998
DATA,RUH,M1,pif_backed,M,False,1,23692.757779428644,0.4383859612076108,11846.378889714322
OPS,EST,M3,pif_backed,M,True,1,23691.173683523626,0.47406648014819647,11845.586841761813
ENG_CIVIL,NOR,CXO,mnc,F,False,1,23590.827709999994,0.5628757841868232,11795.413854999997
DESIGN,RUH,M2,public,F,True,1,23581.428793504543,0.44674750942943003,11790.714396752272
ENG_ELEC,MAK,M4,private,F,True,1,23530.23296651869,0.5789298433169742,11765.116483259346
DESIGN,MAK,M1,private,M,True,1,23351.316858949438,1.9409225519115085,11675.658429474719
PM,RUH,M4,private,M,True,1,23260.324827482793,0.34347269714419276,11630.162413741396
FIN,QAS,M2,private,M,True,1,23009.72457581441,0.5035526948885926,11504.862287907205
OPS,NJR,SVP,startup,F,False,1,22956.297709999995,0.556156053824044,11478.148854999998
FIN,RUH,IC5,semigov,F,False,1,22950.564502850528,0.4468974204401087,11475.282251425264
DATA,NJR,M3,public,M,False,1,22808.337709999996,0.5545593329339371,11404.168854999998
PM,EST,VP,private,M,True,1,22790.688521365955,0.1443821916273653,11395.344260682978
SUPPLY,QAS,M4,public,M,True,1,22716.437709999995,0.553561790790036,11358.218854999997
FIN,RUH,M3,private,M,True,1,22712.869479994788,1.4645753899879024,11356.434739997394
SALES,TAB,IC5,semigov,F,True,2,22597.488399183083,0.3613766809443449,11298.744199591541
SWE,MAK,M3,private,M,True,1,22563.78221562119,1.0286033359099351,11281.891107810596
CUSTOMER,MAD,IC6,mnc,F,True,1,22554.927709999993,0.5517977879088496,11277.463854999996
SWE,QAS,D1,private,F,True,1,22495.487709999998,0.5511450733304732,11247.743854999999
SWE,RUH,M3,private,F,False,1,22279.24200444395,0.37253192554130915,11139.621002221975
SUPPLY,ASR,IC5,semigov,M,True,1,22228.182517148154,0.6374370616981746,11114.091258574077
MARKETING,RUH,IC6,private,M,True,1,21898.62764229936,0.4900595077457609,10949.31382114968
DATA,QAS,M4,public,F,True,1,21848.92766832686,0.4023227160036154,10924.46383416343
DATA,JED,M3,private,M,True,1,21805.192842247307,0.3841586197657385,10902.596421123653
OPS,ASR,M1,pif_backed,F,True,1,21549.482779577615,0.699980795690276,10774.741389788807
HR,EST,D3,startup,F,False,1,21430.767709999996,0.5391226705414353,10715.383854999998
HR,RUH,IC4,private,M,True,2,21366.39440163415,0.5686942800384154,10683.197200817074
OPS,QAS,M3,semigov,M,True,2,21278.042381598956,0.8297203541537044,10639.021190799478
ENG_CIVIL,TAB,IC5,pif_backed,M,True,1,21236.12881561111,0.5878163324704858,10618.064407805556
HEALTH,JED,IC4,semigov,F,True,1,21206.914120624468,0.5932793882660872,10603.457060312234
HEALTH,JED,VP,mnc,F,True,1,21147.116006139142,0.35495072739808026,10573.558003069571
SWE,JAZ,M3,private,M,True,1,21050.673158722722,0.49038373475311126,10525.336579361361
HR,MAK,IC4,private,F,False,1,21024.957300493224,0.6316469841910147,10512.478650246612
DATA,EST,IC6,semigov,F,True,1,20968.0379241759,0.3895674936199502,10484.01896208795
CUSTOMER,TAB,M4,private,M,True,1,20951.51745655902,0.6006003692940008,10475.75872827951
HR,QAS,IC5,semigov,M,True,1,20854.31079060133,0.5880027347218231,10427.155395300664
FIN,EST,IC4,public,M,True,2,20846.892772123578,0.40846058623265424,10423.446386061789
MARKETING,RUH,D2,startup,F,False,1,20747.782125665588,0.3533067276394338,10373.891062832794
MARKETING,MAK,IC4,private,F,True,1,20705.964357540157,0.6538016727935864,10352.982178770078
DATA,RUH,IC3,pif_backed,M,True,2,20645.872733814984,0.5025325102886363,10322.936366907492
SWE,EST,IC6,private,M,True,1,20559.68535801218,0.7601730291958303,10279.84267900609
ENG_MECH,EST,M3,pif_backed,M,True,2,20477.806670026515,0.2993644330567511,10238.903335013258
OPS,RUH,D1,startup,M,True,1,20382.93393919908,0.42553488882150653,10191.46696959954
ENG_CIVIL,JED,M1,pif_backed,M,False,1,20247.368832324853,0.5051797970765838,10123.684416162427
SUPPLY,MAD,IC5,semigov,M,False,1,20238.100333797916,3.364985623278761,10119.050166898958
HEALTH,RUH,D1,private,F,False,2,20123.915699184774,0.6857419923335457,10061.957849592387
SUPPLY,RUH,VP,semigov,M,True,1,20044.69351862473,0.31899339960219075,10022.346759312364
MARKETING,QAS,M4,private,M,False,1,20031.08209222431,0.896573826929166,10015.541046112156
CUSTOMER,QAS,M3,private,F,False,1,19947.51544152366,2.4906156946466522,9973.75772076183
HEALTH,RUH,M4,private,F,True,1,19939.350992255884,0.4029411822577219,9969.675496127942
SALES,RUH,IC5,mnc,M,True,1,19883.836004207915,0.3788557715240766,9941.918002103957
DESIGN,JED,M5,private,M,True,1,19625.397709999994,0.5171952460112864,9812.698854999997
FIN,RUH,M3,startup,F,False,1,19617.583363604328,0.8083088632633714,9808.791681802164
FIN,RUH,M3,mnc,M,True,2,19574.634157791166,1.709707277342903,9787.317078895583
OPS,RUH,M3,startup,F,True,1,19539.04708677925,0.4690609246419335,9769.523543389625
PM,RUH,M4,public,M,True,3,19469.065130075032,0.41121172401308814,9734.532565037516
SWE,TAB,M5,private,F,False,1,19447.105256391464,0.5352469288599515,9723.552628195732
DATA,EST,D2,pif_backed,M,True,1,19192.286498784248,0.19449756540946334,9596.143249392124
SUPPLY,RUH,D1,private,M,False,1,19120.42326912166,0.352057970237797,9560.21163456083
ENG_CIVIL,MAK,IC4,pif_backed,M,False,1,19023.27303862347,0.6396192075541252,9511.636519311734
SWE,RUH,D1,private,M,False,2,19014.683240041413,0.7422931022127847,9507.341620020707
ENG_CIVIL,TAB,D1,private,M,True,1,18980.50127089276,0.35945536320305965,9490.25063544638
CUSTOMER,RUH,IC5,mnc,M,True,2,18867.176308786577,0.38656836892261026,9433.588154393288
LEGAL,RUH,D1,semigov,F,True,1,18793.851798317977,0.45878734080468764,9396.925899158989
DATA,RUH,IC6,private,M,False,1,18784.126576343806,0.323188675540023,9392.063288171903
SWE,RUH,M5,private,F,False,1,18745.887091639004,0.7161016534170511,9372.943545819502
DATA,EST,M3,startup,M,True,1,18609.261434487613,0.8235432722335686,9304.630717243806
MARKETING,JED,M1,mnc,M,True,1,18599.422407682374,0.42933418605018453,9299.711203841187
SALES,MAK,M4,private,M,False,1,18546.776687248806,0.4109420581172793,9273.388343624403
LEGAL,RUH,M4,public,M,True,1,18383.126780537772,0.6640182736705106,9191.563390268886
PM,RUH,IC4,private,M,True,3,18344.17765307162,0.3100719697077488,9172.08882653581
HEALTH,MAD,IC3,private,M,False,1,18290.555936928737,0.6775479487453236,9145.277968464368
LEGAL,BAH,M1,private,M,True,1,18183.849906164323,0.49221221240345825,9091.924953082162
MARKETING,RUH,IC5,private,F,True,2,18006.021599541,0.4434364937664585,9003.0107997705
DATA,QAS,IC4,startup,M,True,1,17988.91661603572,0.516671385137112,8994.45830801786
DESIGN,RUH,D2,semigov,M,False,1,17986.17402335153,0.2489203295657711,8993.087011675765
OPS,MAD,IC4,semigov,M,False,1,17966.7606818003,0.6114008770709639,8983.38034090015
EDU,EST,M3,private,F,True,1,17945.091412897553,0.44799974967308426,8972.545706448776
HR,EST,IC4,semigov,M,False,1,17903.086885973764,0.5280736888546336,8951.543442986882
SALES,EST,M3,pif_backed,M,False,1,17781.901916117422,0.32475245599494884,8890.950958058711
FIN,NJR,M4,mnc,F,True,1,17733.557709999997,0.4918613065741978,8866.778854999999
FIN,EST,IC5,private,M,False,2,17711.558593913156,0.29140686701884366,8855.779296956578
HR,RUH,VP,private,M,True,1,17694.582110741307,0.36369085589796984,8847.291055370653
ENG_MECH,RUH,IC3,public,M,True,1,17623.21717903128,0.5297997704128461,8811.60858951564
DATA,HAI,IC6,private,M,False,1,17547.357709999993,0.4892234119312652,8773.678854999996
SALES,JAZ,M1,public,M,False,1,17463.217463687306,2.951677711787347,8731.608731843653
DATA,EST,M2,private,F,False,1,17284.13399254254,1.3425852716447895,8642.06699627127
CUSTOMER,EST,IC4,public,M,True,1,17278.723672786866,0.6153150579139303,8639.361836393433
LEGAL,JED,M3,public,M,False,1,17123.562761662914,0.5072874142660576,8561.781380831457
OPS,RUH,IC6,public,M,True,1,17089.355867017515,0.4064856496598501,8544.677933508758
SWE,QAS,M3,private,F,True,1,17079.050140807587,0.554454309054294,8539.525070403794
FIN,EST,D1,public,M,True,1,17048.649322267185,0.5077906415040844,8524.324661133593
SALES,ASR,IC6,private,F,False,1,17026.792837213536,2.9227886281958098,8513.396418606768
SWE,RUH,M2,startup,M,True,1,16995.297273601438,0.34811904856091674,8497.648636800719
SWE,RUH,M4,mnc,M,True,1,16972.560569537454,0.5285408081106303,8486.280284768727
LEGAL,MAK,M1,public,M,False,1,16951.23446218417,1.2967302945531478,8475.617231092085
SWE,MAK,IC5,public,F,True,2,16934.03146275801,0.3173792770452518,8467.015731379004
DESIGN,ASR,IC4,semigov,M,True,1,16927.4230882661,0.5364294563385509,8463.71154413305
DATA,EST,IC4,private,M,True,1,16741.941281891675,0.46042714329261497,8370.970640945838
FIN,MAD,M1,pif_backed,M,True,1,16712.247388150296,0.4326064069466132,8356.123694075148
HEALTH,EST,IC4,private,M,True,1,16578.3201745439,0.5287408433583325,8289.16008727195
ENG_ELEC,TAB,IC4,public,M,True,1,16546.03774914989,0.5017134432924981,8273.018874574946
OPS,NJR,IC1,private,F,False,1,16520.422290000006,9.178012383333337,8260.211145000003
SWE,JED,M2,public,F,True,1,16502.70952884084,0.9819353283880186,8251.35476442042
DATA,EST,M1,semigov,M,False,1,16414.824768954015,0.37949193010879306,8207.412384477007
MARKETING,RUH,IC5,startup,M,False,1,16347.9155131222,0.435108541168438,8173.9577565611
PM,JED,IC5,public,F,True,1,16244.497155092671,0.4344432323334368,8122.248577546336
ENG_MECH,MAK,IC5,private,M,False,1,16235.451177866074,0.42691639449781127,8117.725588933037
SALES,RUH,M2,pif_backed,M,False,1,16146.781056025105,1.2710267815850231,8073.390528012553
HEALTH,MAK,IC4,private,F,True,1,16134.560922970715,0.579544552976006,8067.280461485358
PM,MAK,M1,startup,M,True,1,16092.054454878897,0.46372564936727534,8046.027227439448
HR,EST,M3,semigov,M,True,1,16088.48731039268,0.48493814454060763,8044.24365519634
CUSTOMER,NOR,IC1,semigov,F,False,1,16059.132290000005,7.101757089979616,8029.5661450000025
HR,QAS,M1,private,F,True,1,15997.857805332555,0.6186773461581394,7998.928902666277
OPS,TAB,D1,startup,M,False,1,15965.795222727796,0.8915822533837001,7982.897611363898
SWE,JAZ,IC3,semigov,M,True,1,15942.209307366113,3.0757939826525553,7971.104653683056
SWE,EST,M4,semigov,F,False,1,15932.017555191305,0.7262895160046692,7966.008777595653
SALES,RUH,M4,semigov,F,False,1,15838.511755541516,0.9219548767521272,7919.255877770758
FIN,TAB,M1,public,M,True,1,15816.265029697694,0.4493711588358849,7908.132514848847
ENG_ELEC,MAK,IC6,private,M,True,1,15757.06105527604,0.5666927188441068,7878.53052763802
ENG_ELEC,RUH,IC5,pif_backed,M,True,1,15755.902512064557,0.3274423244488988,7877.951256032278
ENG_CIVIL,RUH,VP,private,M,True,1,15668.44940272547,0.5456842241854141,7834.224701362735
DATA,JED,IC4,mnc,M,True,1,15667.141536841391,0.4147027303334662,7833.5707684206955
FIN,QAS,M3,private,M,False,1,15598.934044102165,1.0435772824529332,7799.4670220510825
DATA,JED,M2,public,F,False,1,15592.658641242175,0.6760247091179782,7796.329320621087
CUSTOMER,RUH,M3,mnc,F,True,1,15567.610679785135,0.32863631475197946,7783.805339892568
ENG_CIVIL,ASR,IC4,pif_backed,M,True,1,15562.154523413654,0.5818739401587987,7781.077261706827
SUPPLY,HAI,IC6,private,M,True,1,15444.383713405052,0.5880792293096011,7722.191856702526
HEALTH,ASR,M2,private,M,True,1,15363.296312261467,0.47358441625863096,7681.648156130734
ENG_ELEC,RUH,D3,public,M,True,1,15346.607709999993,0.4558349135638039,7673.3038549999965
SWE,RUH,IC5,semigov,M,True,1,15289.425028220121,0.8317742661571085,7644.7125141100605
CUSTOMER,RUH,D2,public,M,False,1,15260.20308501052,0.9810487235935555,7630.10154250526
SALES,RUH,M3,private,F,True,2,15243.600506922354,0.4278849051053259,7621.800253461177
SWE,MAK,M2,public,M,True,1,14969.685585823696,0.808499172895195,7484.842792911848
SWE,RUH,IC6,mnc,M,True,2,14965.1505320108,0.5180303913559076,7482.5752660054
FIN,BAH,IC2,private,M,False,1,14884.882290000005,4.332617955255944,7442.4411450000025
PM,RUH,M2,private,M,False,1,14881.497090150733,0.8433325677318751,7440.748545075367
DATA,RUH,IC4,private,F,False,1,14872.033113093577,0.3621772354164707,7436.016556546789
FIN,RUH,M1,private,M,True,1,14844.394370474129,0.3998674247480255,7422.197185237064
DESIGN,RUH,M2,private,M,False,1,14819.454629171672,1.4195410201311804,7409.727314585836
FIN,RUH,IC4,pif_backed,M,False,2,14817.771736208322,0.39645223854619804,7408.885868104161
ENG_MECH,RUH,M2,private,M,True,3,14812.969327273351,0.47784928348263267,7406.484663636676
SWE,EST,IC3,mnc,F,False,1,14801.031304471719,0.456137606648535,7400.515652235859
DATA,ASR,IC6,private,M,True,1,14798.897709999994,0.4468357958436343,7399.448854999997
SALES,JED,VP,private,M,True,1,14778.413812136328,0.21688538258896087,7389.206906068164
ENG_ELEC,ASR,D1,private,M,False,1,14693.579135698536,0.7485225062772718,7346.789567849268
OPS,HAI,IC5,public,M,False,2,14667.1513034315,2.1219041282418507,7333.57565171575
ENG_ELEC,JED,M2,public,M,True,1,14546.436584600226,0.40707620219321533,7273.218292300113
DATA,JED,IC6,pif_backed,M,True,1,14536.779489739478,0.3021426219140066,7268.389744869739
SALES,RUH,M4,semigov,M,True,1,14525.788384982901,0.2181172775843753,7262.894192491451
ENG_ELEC,JED,IC4,startup,F,True,1,14498.536823052396,1.9449140493377095,7249.268411526198
SALES,EST,VP,public,M,False,1,14485.404331654165,0.39297926482927414,7242.702165827082
HEALTH,RUH,IC6,startup,M,True,1,14455.33710138112,0.39586310388271223,7227.66855069056
SWE,TAB,M2,private,M,True,1,14454.865688776517,0.39060405942253607,7227.432844388259
FIN,TAB,IC3,private,F,False,1,14424.647878568623,2.2493069281231235,7212.323939284312
