family,region,level,ownership,gender,is_saudi,n,mae,mape,pinball_p50
FIN,MAD,IC6,mnc,M,True,1,10126.844776970942,0.3408292935674606,5063.422388485471
SWE,MAK,IC6,mnc,M,True,1,10072.272688781519,0.47222081378754105,5036.136344390759
ENG_ELEC,EST,IC2,mnc,F,True,1,10059.357874232726,0.6312335265669684,5029.678937116363
MARKETING,QAS,M4,semigov,F,True,1,10045.120894648793,1.0018950300455194,5022.560447324397
MARKETING,RUH,IC5,private,F,True,2,10020.089207101295,0.3625013774665874,5010.0446035506475
SALES,MAK,IC6,public,M,True,1,9989.317142864045,0.44027789799310113,4994.658571432023
LEGAL,BAH,M1,private,M,True,1,9985.952664962602,0.5304168488956942,4992.976332481301
SALES,JED,VP,private,M,True,1,9972.058799881459,0.2871762707681608,4986.0293999407295
ENG_CIVIL,RUH,D3,private,M,False,1,9931.891297666012,0.5125700016892002,4965.945648833006
SWE,RUH,IC5,startup,F,True,1,9868.441174774205,0.3931551736413787,4934.220587387103
DATA,QAS,M4,public,F,True,1,9843.43235836942,0.31174958173884076,4921.71617918471
SWE,RUH,IC4,pif_backed,F,True,2,9760.750865088183,0.4038088138452644,4880.375432544091
MARKETING,QAS,M4,pif_backed,M,True,1,9756.415322621186,0.36365104623536604,4878.207661310593
SWE,JED,M2,public,F,True,1,9735.241703518679,0.9962980014763224,4867.6208517593395
CUSTOMER,RUH,M3,mnc,F,True,1,9710.827816657253,0.3525857322615367,4855.413908328626
FIN,JED,M3,pif_backed,M,True,1,9708.076919274776,0.29665445975265603,4854.038459637388
ENG_CIVIL,TAB,IC5,pif_backed,M,True,1,9689.2486688686,0.5262809631221935,4844.6243344343
SALES,RUH,IC5,mnc,M,True,1,9648.784526207495,0.3607510503623812,4824.392263103748
DATA,EST,M3,startup,M,True,1,9646.202236822117,0.8376737581089825,4823.101118411058
HEALTH,MAK,IC4,private,F,True,1,9542.994602010549,0.5895616775368817,4771.4973010052745
PM,RUH,M3,private,M,True,1,9519.830871965678,1.0924421471316084,4759.915435982839
DESIGN,RUH,IC2,mnc,M,True,1,9510.477220237439,0.5945633406483565,4755.238610118719
SWE,RUH,M3,semigov,M,True,2,9480.942780953308,0.4983653934786355,4740.471390476654
MARKETING,RUH,IC6,private,M,True,1,9461.48482910136,0.4154822538652078,4730.74241455068
DATA,EST,M4,public,M,False,1,9458.642545191355,0.6127176357186706,4729.321272595677
FIN,NJR,D1,semigov,M,True,1,9441.30840336709,0.8659514365626424,4720.654201683545
SWE,RUH,M4,private,M,True,1,9433.350927362528,0.2883849526776596,4716.675463681264
MARKETING,JED,M1,mnc,M,True,1,9358.084198414312,0.4238812659130731,4679.042099207156
EDU,TAB,D1,private,F,True,1,9350.184089214932,0.5132173546672395,4675.092044607466
OPS,EST,VP,public,F,True,1,9306.996744939406,0.3189132473778346,4653.498372469703
SUPPLY,ASR,IC5,semigov,M,True,1,9260.012384765334,0.5210821363409177,4630.006192382667
LEGAL,JED,IC4,private,F,True,2,9254.587968941589,0.4272568632489496,4627.293984470794
HR,QAS,IC5,semigov,M,True,1,9232.439384656771,0.5108121638999998,4616.2196923283855
SALES,RUH,SVP,public,F,True,1,9220.715839687993,0.48045016340210134,4610.357919843997
PM,RUH,M4,private,M,True,1,9166.1132592322,0.26559685336630373,4583.0566296161
ENG_MECH,QAS,M1,public,M,True,1,9130.471933838207,0.5840426644720227,4565.235966919104
SWE,EST,IC6,private,F,True,1,9121.968376526303,0.28483598535221727,4560.984188263152
ENG_MECH,EST,M3,pif_backed,M,True,2,9094.929154548974,0.2499461893480111,4547.464577274487
SWE,MAK,IC5,public,F,True,2,9091.618109586994,0.30221339452213974,4545.809054793497
EDU,JED,D1,public,F,True,1,9015.052001266104,0.38589916865985746,4507.526000633052
SWE,RUH,M2,startup,M,True,1,8991.692144428995,0.3614112879546532,4495.846072214497
SALES,RUH,M4,semigov,M,True,1,8918.085445399032,0.2627745164898085,4459.042722699516
SWE,RUH,M4,private,F,True,1,8892.424184568063,0.580871072788639,4446.212092284031
ENG_MECH,JAZ,IC4,private,M,True,1,8794.951598514908,0.4917564748035564,4397.475799257454
ENG_MECH,RUH,M2,private,M,True,3,8773.034098861472,0.5771547392138864,4386.517049430736
MARKETING,MAD,IC5,private,F,True,1,8746.530307192757,0.4476447395115566,4373.265153596379
FIN,RUH,M1,private,F,True,1,8740.058733219803,0.42658121057896137,4370.029366609901
FIN,RUH,M3,mnc,M,True,1,8709.165064756384,0.29838688931987895,4354.582532378192
LEGAL,ASR,IC4,public,M,True,1,8605.267420981509,0.5737975461949592,4302.633710490754
HEALTH,JED,VP,mnc,F,True,1,8586.435386325662,0.24788184481786316,4293.217693162831
FIN,MAD,IC6,private,M,True,1,8578.05952873842,0.42788374334678553,4289.02976436921
OPS,JED,M4,public,F,True,1,8574.193550210046,1.3667869278205511,4287.096775105023
ENG_ELEC,MAK,M4,private,F,True,1,8556.21247533038,0.3620730180603769,4278.10623766519
DATA,EST,IC4,private,M,True,1,8542.27112192723,0.46098810194948625,4271.135560963615
SUPPLY,JED,M2,private,M,True,1,8444.568592383843,0.41902316580643223,4222.284296191921
DATA,QAS,IC4,startup,M,True,1,8431.365492174375,0.47519140638554846,4215.682746087187
CUSTOMER,MAK,IC6,private,M,True,1,8417.842058219867,0.4609826295639114,4208.921029109933
OPS,QAS,M3,semigov,M,True,2,8416.666668058106,0.6336998850114148,4208.333334029053
SWE,HAI,IC5,mnc,F,True,1,8381.093492751756,1.4005822721613463,4190.546746375878
PM,MAK,M1,startup,M,True,1,8380.696969936027,0.47390470809850055,4190.3484849680135
PM,TAB,IC5,public,M,True,1,8367.394331549274,0.5039548392689609,4183.697165774637
SWE,NJR,M2,private,M,True,1,8358.400212346733,0.4215374265030762,4179.200106173366
CUSTOMER,RUH,IC4,startup,M,True,1,8344.038331971718,0.5172239580414,4172.019165985859
ENG_MECH,RUH,IC4,private,F,True,1,8326.370026995593,0.39457236859974276,4163.185013497797
FIN,RUH,M1,private,M,True,1,8280.610364717932,0.43770061112336844,4140.305182358966
ENG_MECH,RUH,IC3,public,M,True,1,8192.576566724634,0.48329059371081307,4096.288283362317
PM,TAB,M1,private,M,True,1,8182.063894664881,0.4941945401272973,4091.0319473324407
DATA,RUH,IC5,public,F,True,1,8108.957463284829,0.377060637319607,4054.4787316424145
PM,RUH,M3,public,M,True,1,8044.058965493055,0.25320646740082414,4022.0294827465277
ENG_ELEC,JED,IC4,startup,F,True,1,7999.804443700095,1.8457398931822244,3999.9022218500477
SWE,RUH,IC5,semigov,M,True,1,7954.763057497454,0.8491860191523163,3977.381528748727
DATA,RUH,M3,private,F,True,2,7948.206844853746,0.4815411353002902,3974.103422426873
CUSTOMER,RUH,IC5,mnc,M,True,2,7874.649994793257,0.2870117457273995,3937.3249973966285
FIN,RUH,IC5,public,F,True,1,7833.30836464158,0.3915724879135234,3916.65418232079
DATA,HAI,M5,private,F,True,1,7826.17700174882,0.20464931845192622,3913.08850087441
DATA,JED,IC4,mnc,M,True,1,7755.144946784969,0.40280820499180725,3877.5724733924844
HEALTH,EST,IC4,private,M,True,1,7732.497313090113,0.4839309243452053,3866.2486565450563
PM,RUH,IC4,semigov,M,True,2,7705.625315555347,0.41326354367382134,3852.8126577776734
OPS,RUH,IC6,public,M,True,1,7697.799075586645,0.3592918424001702,3848.8995377933225
SALES,MAD,M4,public,M,True,1,7662.183988793873,0.3438153191909012,3831.0919943969366
DATA,RUH,IC3,pif_backed,M,True,3,7610.4895037333845,0.37916301302698613,3805.2447518666922
MARKETING,RUH,D1,private,M,True,1,7593.2034064414,0.49544427092750815,3796.6017032207
DATA,RUH,IC4,pif_backed,M,True,1,7564.916375303939,0.3903445220408944,3782.4581876519696
SWE,HAI,IC5,private,F,True,1,7551.244193262723,0.4012137551610386,3775.6220966313613
HEALTH,EST,M1,public,F,True,1,7520.7152213391655,0.4484111377747091,3760.3576106695828
ENG_MECH,QAS,IC3,public,M,True,1,7489.863007245638,0.4996648885577822,3744.931503622819
FIN,MAK,D3,private,M,True,1,7442.474862372823,0.1536532918166543,3721.2374311864114
SALES,RUH,M3,private,F,True,2,7426.022562544497,0.3507318670858036,3713.0112812722487
ENG_CIVIL,RUH,IC5,private,F,True,1,7404.356340683993,0.4237407285656893,3702.1781703419965
SWE,RUH,M3,mnc,M,True,1,7388.225664330985,0.2412913651587186,3694.1128321654924
DESIGN,TAB,VP,mnc,M,True,1,7336.291626491402,0.17684776328900823,3668.145813245701
FIN,TAB,M1,public,M,True,1,7334.020191996633,0.40888824388256534,3667.0100959983165
CUSTOMER,EST,IC4,public,M,True,1,7331.057803245544,0.5122875351222936,3665.528901622772
HR,EST,VP,public,F,True,1,7327.201356000147,0.21405018405046256,3663.6006780000735
DATA,RUH,IC3,private,M,True,1,7308.260927966252,0.40891773694715255,3654.130463983126
ENG_ELEC,TAB,IC4,public,M,True,1,7301.455091988395,0.43444260255854916,3650.7275459941975
SALES,RUH,M2,startup,F,True,1,7298.086775783897,0.8216776433832597,3649.0433878919484
DATA,RUH,IC5,public,M,True,1,7286.69382345827,0.2991661180433845,3643.346911729135
HEALTH,JED,IC5,pif_backed,M,True,1,7280.364963818622,0.3531732759614569,3640.182481909311
FIN,QAS,M2,private,M,True,1,7182.077871203777,0.30842166336596133,3591.0389356018886
HEALTH,RUH,IC6,startup,M,True,1,7134.208287325482,0.3833750515422522,3567.104143662741
FIN,EST,D2,public,F,False,1,7102.585335333054,0.931341215787598,3551.292667666527
SWE,MAK,M2,public,M,True,1,7078.717195227053,0.7502097848704258,3539.3585976135264
MARKETING,JED,D3,semigov,M,False,1,7075.67153986413,0.4716229134718109,3537.835769932065
SALES,JED,IC5,startup,M,True,1,7073.533001391064,0.9008342557363636,3536.766500695532
PM,EST,IC4,public,F,True,1,7066.928655736745,0.4227987858466435,3533.4643278683725
SWE,EST,IC6,semigov,M,True,1,7064.690042767532,0.2999777126561806,3532.345021383766
PM,RUH,IC6,private,F,True,1,7035.184888392647,0.7998141480593681,3517.5924441963234
MARKETING,RUH,IC4,mnc,F,True,2,7033.150402746634,0.6136291845700319,3516.575201373317
FIN,RUH,IC6,private,M,True,1,7022.692895042346,0.35418599836781994,3511.346447521173
SWE,RUH,IC6,mnc,M,True,2,6986.157405832471,0.4745388493913701,3493.0787029162357
ENG_ELEC,RUH,IC5,pif_backed,M,True,1,6951.771325639744,0.28349687014048613,3475.885662819872
SWE,MAK,M3,private,M,True,1,6918.588095980456,0.6188918527702426,3459.294047990228
ENG_CIVIL,EST,D1,semigov,M,True,1,6918.1447905672085,0.7617321165437241,3459.0723952836042
HEALTH,EST,M4,pif_backed,F,True,1,6893.226880849852,0.27557684825328416,3446.613440424926
LEGAL,RUH,IC5,public,F,True,1,6884.41461705049,0.7537029147584227,3442.207308525245
DESIGN,EST,D1,private,F,True,1,6859.35448787102,0.2961491035912567,3429.67724393551
ENG_ELEC,EST,M5,public,M,True,1,6830.667721203701,0.3302744073570083,3415.3338606018506
SWE,RUH,IC5,semigov,F,True,2,6791.545860499067,0.2693941480970843,3395.7729302495336
FIN,EST,IC5,pif_backed,F,True,1,6770.7980685694765,0.6530543683224185,3385.3990342847383
PM,EST,IC5,mnc,M,True,1,6756.871770616857,0.7750283644804727,3378.4358853084286
OPS,RUH,M3,private,M,True,2,6752.572259196829,0.3413277555253289,3376.2861295984144
HEALTH,ASR,M2,private,M,True,1,6747.729427431324,0.40816138703229676,3373.864713715662
HR,JED,IC5,private,M,True,1,6743.326095034312,0.42471475794912555,3371.663047517156
DATA,HAI,IC3,private,F,True,1,6734.924802201294,0.42751586434792466,3367.462401100647
DATA,JED,IC4,semigov,F,True,1,6726.844465275692,0.36082255567575167,3363.422232637846
EDU,EST,IC5,pif_backed,F,True,1,6726.800326339659,0.43109256008879504,3363.4001631698293
PM,RUH,IC4,private,M,True,5,6678.614604043415,0.30663946975912,3339.3073020217075
DESIGN,ASR,IC4,semigov,M,True,1,6661.171159612675,0.41422244013518383,3330.5855798063376
EDU,RUH,IC6,mnc,F,True,1,6659.4488945839685,0.9863715648468776,3329.7244472919842
HEALTH,RUH,VP,private,M,True,1,6586.296518058847,0.2903963795122281,3293.1482590294236
PM,RUH,IC2,semigov,F,True,1,6582.6212837058765,0.5066147362987259,3291.3106418529383
SUPPLY,RUH,VP,semigov,M,True,1,6528.124965974228,0.20385998936406247,3264.062482987114
EDU,EST,D1,public,M,True,1,6526.305242934648,0.3612592862347579,3263.152621467324
SWE,TAB,M2,private,M,True,1,6502.576852271506,0.34480173829646826,3251.288426135753
ENG_ELEC,EST,M1,private,M,True,1,6476.361749673651,0.8575290580085744,3238.1808748368253
EDU,MAK,IC4,startup,M,True,1,6426.307694471845,0.5231800026569715,3213.1538472359225
DATA,QAS,M1,private,F,True,1,6404.284437472252,0.37737797768192227,3202.142218736126
ENG_CIVIL,ASR,IC4,pif_backed,M,True,1,6322.18745229052,0.46386095052776083,3161.09372614526
HEALTH,RUH,M3,public,F,True,2,6291.684494735222,0.23322937853293435,3145.842247367611
OPS,RUH,M1,public,F,True,1,6267.172743905299,0.42795663930105543,3133.5863719526496
ENG_ELEC,JED,M2,public,M,True,1,6238.300979200583,0.3425679127805788,3119.1504896002916
LEGAL,RUH,D2,startup,F,True,1,6233.054762810763,0.19635010810271325,3116.5273814053817
OPS,RUH,M2,pif_backed,M,True,1,6229.3543939032315,0.3159231400778226,3114.6771969516158
ENG_MECH,EST,IC5,mnc,M,True,1,6182.27297028706,0.2676335663613531,3091.13648514353
HR,RUH,VP,private,M,True,1,6179.517732292985,0.24923436027931128,3089.7588661464924
MARKETING,EST,IC5,private,M,True,3,6156.795781480814,0.428922494288482,3078.397890740407
HEALTH,TAB,VP,semigov,M,False,1,6150.064335260798,0.46123234324244783,3075.032167630399
SUPPLY,EST,IC4,startup,M,True,1,6145.620006476702,0.3878835427481093,3072.810003238351
SWE,RUH,M2,private,M,True,3,6135.604479112247,0.3505616230920651,3067.8022395561234
DATA,RUH,D3,private,M,False,2,6114.473855460721,0.27256491984768805,3057.2369277303605
PM,RUH,M3,private,F,True,1,6111.599085291582,0.2283452479079446,3055.799542645791
SWE,MAK,IC5,private,M,True,1,6108.4291241938445,0.33334740901150495,3054.2145620969222
HEALTH,MAD,M1,pif_backed,F,False,1,6088.260514832351,0.681576877190988,3044.1302574161755
FIN,EST,M3,private,M,True,1,6059.691158458654,0.2721524272140336,3029.845579229327
ENG_ELEC,RUH,IC3,semigov,M,True,2,6058.029238612126,0.4098882424614289,3029.014619306063
SALES,EST,M2,semigov,F,True,1,6057.617437972938,0.24564273111443966,3028.808718986469
PM,EST,IC5,private,M,True,1,6043.90094658862,0.9021505635907959,3021.95047329431
HR,RUH,VP,startup,M,False,1,6031.140606827058,0.51243194287597,3015.570303413529
SWE,MAK,M1,pif_backed,M,True,1,5981.929299100431,0.529412439020546,2990.9646495502157
ENG_ELEC,JAZ,IC5,private,M,True,1,5949.042518773929,0.4872466828565493,2974.5212593869646
OPS,JAZ,IC6,semigov,F,True,1,5937.765517658113,0.4295680992042774,2968.8827588290565
EDU,EST,VP,pif_backed,M,True,1,5932.043786468686,0.1883604474067493,2966.021893234343
LEGAL,JED,IC5,private,M,True,1,5913.283913525178,0.6351960455194099,2956.641956762589
EDU,MAK,D2,public,M,True,1,5911.202580884674,0.2708939879411403,2955.601290442337
SALES,RUH,IC5,semigov,M,True,2,5906.231709952621,0.963076213952156,2953.1158549763104
