family,region,level,ownership,gender,is_saudi,n,mae,mape,pinball_p50
MARKETING,RUH,D2,private,F,True,1,63745.23704492351,0.6405459511750301,31872.618522461755
PM,HAI,M3,private,M,True,1,62522.55421625332,0.6782083298441163,31261.27710812666
EDU,JED,D2,private,M,True,1,57187.10771,0.7573695988996064,28593.553855
DATA,EST,M1,mnc,M,True,1,55671.01954442868,0.7057196540963148,27835.50977221434
PM,RUH,M4,semigov,M,True,1,52579.777650729884,0.5622231459066109,26289.888825364942
SALES,RUH,M3,private,M,True,1,51446.811687123794,0.6374069654887324,25723.405843561897
ENG_ELEC,MAD,VP,private,M,False,1,51274.79771,0.7367574627970139,25637.398855
EDU,JED,VP,private,M,True,1,50882.387709999995,0.7352647632372153,25441.193854999998
EDU,JED,VP,private,F,True,1,50836.81771,0.7350903204060775,25418.408855
MARKETING,NJR,M4,private,F,True,1,50427.06771,0.7335114010707882,25213.533855
LEGAL,RUH,IC5,mnc,F,True,1,49098.63167209879,0.7071554702606738,24549.315836049394
PM,RUH,VP,public,F,False,1,48679.58770999999,0.7265609021550892,24339.793854999996
SWE,ASR,M4,semigov,M,True,1,47868.34758592516,0.6128938729485549,23934.17379296258
HEALTH,RUH,SVP,private,F,True,1,47676.57659756839,0.7421841925453763,23838.288298784195
ENG_MECH,JED,D1,private,M,True,1,47539.91111201844,0.5914429357522878,23769.95555600922
DATA,HAI,M5,private,F,True,1,47453.57771,0.721464069541156,23726.788855
SWE,RUH,IC6,public,M,True,1,46130.30555327337,0.5583661290459141,23065.152776636685
ENG_MECH,RUH,IC4,semigov,M,True,2,45798.5779159784,0.5561198894505847,22899.2889579892
SWE,RUH,D1,mnc,M,True,2,45520.959800848694,0.4092151794735632,22760.479900424347
FIN,RUH,M2,pif_backed,F,True,1,45390.47263527895,0.6056230512126939,22695.236317639476
ENG_CIVIL,RUH,M2,pif_backed,M,True,1,45315.65467734097,0.723811194263086,22657.827338670486
OPS,RUH,M5,mnc,M,False,1,44953.52526946657,0.6139045826666139,22476.762634733284
FIN,MAK,VP,semigov,M,True,1,44385.48475043257,1.0458570927453767,22192.742375216287
DATA,RUH,M2,public,M,False,1,44125.14770255772,0.5735298960807304,22062.57385127886
MARKETING,JED,D3,semigov,M,False,1,43790.21750244939,0.4162646550044325,21895.108751224696
ENG_CIVIL,RUH,CXO,public,M,False,1,43321.97770999999,0.7027951168351653,21660.988854999996
ENG_MECH,RUH,D2,private,F,False,1,42480.65735223911,2.029846954021864,21240.328676119556
SWE,RUH,IC5,mnc,M,False,2,42319.871043334584,0.5656148287418806,21159.935521667292
SALES,RUH,IC4,semigov,M,False,1,41689.8924883066,0.7158744317688103,20844.9462441533
SWE,RUH,M3,semigov,M,False,1,41392.53492726697,0.5210673147437406,20696.267463633485
FIN,EST,M2,semigov,M,True,1,41242.82358213988,0.5995903697338064,20621.41179106994
MARKETING,EST,VP,mnc,M,False,1,40976.824916871534,0.48079876645111025,20488.412458435767
OPS,RUH,IC5,private,F,True,1,40510.60326157486,0.6290403831635037,20255.30163078743
FIN,MAD,IC6,mnc,M,True,1,39983.59770999999,0.6857777166994659,19991.798854999994
SWE,QAS,M1,semigov,M,True,1,39429.835261184206,0.6707328465045233,19714.917630592103
ENG_ELEC,RUH,IC5,semigov,M,True,1,39144.73980426619,0.6495591415418804,19572.369902133094
DATA,HAI,IC6,private,M,True,1,38736.60771,0.6789103412848513,19368.303855
FIN,EST,M1,semigov,M,True,1,37874.103263420024,0.6394057001294378,18937.051631710012
MARKETING,RUH,D3,public,M,False,1,37422.56327927062,0.797551231042579,18711.28163963531
PM,EST,IC6,mnc,F,False,1,37237.802755405675,0.5461130159199823,18618.901377702838
MARKETING,JAZ,M3,private,M,False,1,36690.393126333925,2.891828573414057,18345.196563166963
LEGAL,RUH,D2,startup,F,True,1,36278.57771,0.6644549847066795,18139.288855
FIN,RUH,IC6,mnc,M,True,1,36269.22804553943,0.5687865807661897,18134.614022769714
DESIGN,TAB,M4,public,F,True,1,36017.80412252172,2.1317494445407563,18008.90206126086
MARKETING,RUH,IC5,private,M,True,1,35981.43994645767,0.6050394158905724,17990.719973228835
ENG_MECH,JED,IC5,private,M,True,1,35850.47118620438,0.6005128192509379,17925.23559310219
FIN,JED,D2,private,F,True,1,35568.432061377534,1.1906927064388797,17784.216030688767
MARKETING,NJR,M3,private,F,False,1,35179.01771,0.657558615753735,17589.508855
SWE,RUH,IC4,mnc,M,False,1,35010.232280143944,0.6211384425219924,17505.116140071972
ENG_MECH,MAK,IC6,public,M,True,1,34165.03770999999,0.6509429032345337,17082.518854999995
OPS,JED,M4,public,F,True,1,34164.20242803454,3.166386530428192,17082.10121401727
MARKETING,NJR,D3,pif_backed,M,False,1,34067.39770999999,0.650292333408796,17033.698854999995
ENG_CIVIL,MAK,D1,private,M,False,1,34025.32771,0.6500112752229168,17012.663855
SWE,MAK,IC4,semigov,M,False,1,33985.85708090618,0.6181186510695207,16992.92854045309
DATA,JAZ,M2,private,M,True,1,33435.48564572667,0.7362515124090032,16717.742822863336
PM,JED,M1,semigov,M,True,1,32860.64381335258,0.5853468051904349,16430.32190667629
SALES,RUH,M4,semigov,F,False,1,32621.6503445273,1.8988961896825243,16310.82517226365
SWE,QAS,M3,private,M,False,1,32533.309707488486,1.4832770891648575,16266.654853744243
ENG_ELEC,EST,M3,pif_backed,M,True,1,32286.1557751742,0.49582256645487965,16143.0778875871
DESIGN,RUH,IC3,mnc,F,True,1,32184.648174587208,0.666572532408645,16092.324087293604
ENG_MECH,RUH,M3,private,M,True,1,32179.446632341984,0.5250830451936858,16089.723316170992
SALES,QAS,IC6,pif_backed,F,True,1,31954.209456521556,0.6828660065683602,15977.104728260778
SALES,JED,M5,private,M,True,1,31917.827709999994,0.6353292105119106,15958.913854999997
FIN,JED,D1,semigov,M,False,1,31904.01101222376,1.1794035856098233,15952.00550611188
FIN,JED,M3,pif_backed,M,True,1,31884.576084930093,0.4965203572149033,15942.288042465047
ENG_CIVIL,RUH,VP,startup,M,True,1,31787.496458894333,0.4214502378934464,15893.748229447167
SWE,RUH,IC4,semigov,M,True,1,31756.43010518123,0.5638274356529065,15878.215052590615
SWE,RUH,M4,private,F,True,1,31667.358606048063,1.2026978305216036,15833.679303024031
SUPPLY,MAK,D2,private,M,True,1,31654.997709999992,0.6334113392143577,15827.498854999996
ENG_ELEC,RUH,M1,mnc,M,True,1,31637.192253924382,0.6458831756983544,15818.596126962191
HEALTH,RUH,D2,pif_backed,F,True,1,31356.014993832927,0.4369448571817367,15678.007496916463
SWE,RUH,M3,pif_backed,F,True,1,31348.896519814036,0.4061306053154332,15674.448259907018
EDU,EST,VP,pif_backed,M,True,1,31331.165899168886,0.5069914791895895,15665.582949584443
HEALTH,MAD,IC4,semigov,F,False,1,31283.783542827674,0.7043287687968687,15641.891771413837
OPS,RUH,VP,private,M,False,1,31107.069766849203,1.094225902666603,15553.534883424602
CUSTOMER,JED,IC6,pif_backed,M,True,1,31053.569724582812,0.7678345160561039,15526.784862291406
SALES,EST,IC4,mnc,M,False,1,30621.118989957715,0.5899479583567778,15310.559494978857
ENG_CIVIL,RUH,D2,private,M,True,1,30221.5704736965,0.4809030079810555,15110.78523684825
DATA,JED,D1,semigov,M,True,1,30214.797709999995,0.6225334449910805,15107.398854999998
ENG_ELEC,EST,M5,private,M,True,1,29887.183639169965,1.0425946007128253,14943.591819584983
EDU,RUH,SVP,private,F,True,1,29867.577709999994,0.6198135990288037,14933.788854999997
FIN,RUH,VP,mnc,F,True,1,29841.15358992509,0.3096668417634044,14920.576794962544
HEALTH,RUH,D2,semigov,F,False,1,29817.16360538875,0.43396015548645417,14908.581802694374
FIN,EST,IC6,public,M,False,1,29739.745882052368,0.5237649526054248,14869.872941026184
SWE,EST,M4,private,M,False,1,29735.640405426406,0.43371931949214443,14867.820202713203
PM,ASR,D2,private,F,False,1,29717.337709999996,0.6186245509782303,14858.668854999998
ENG_ELEC,JAZ,IC4,pif_backed,M,False,1,29638.228210479872,0.7429840517232011,14819.114105239936
HEALTH,EST,D1,private,F,True,2,29609.994096526672,0.5729257423519539,14804.997048263336
ENG_ELEC,EST,M2,pif_backed,M,True,1,29389.357001848097,0.5627257007724981,14694.678500924048
FIN,RUH,M3,private,M,True,1,29352.852651362326,1.8927359952026757,14676.426325681163
ENG_ELEC,MAK,M4,semigov,M,False,1,29298.92280633849,0.6723725458667531,14649.461403169245
DATA,JAZ,M3,private,M,False,1,29162.4733936093,2.0329236967916757,14581.23669680465
HR,EST,VP,public,F,True,1,29098.02037142851,0.4942265044943449,14549.010185714254
FIN,MAK,IC4,pif_backed,F,True,1,28057.311199239382,0.6310784220276784,14028.655599619691
MARKETING,QAS,M4,semigov,F,True,1,27896.539538425932,1.617716807519775,13948.269769212966
PM,EST,IC5,public,F,True,1,27727.797064533483,0.5797897841942872,13863.898532266741
FIN,RUH,M2,mnc,M,False,1,27601.44470320575,0.47391459412637216,13800.722351602875
OPS,EST,M3,pif_backed,M,True,1,27390.36720878297,0.5480882942352844,13695.183604391485
CUSTOMER,JED,D1,mnc,M,True,1,27293.701481490512,0.49780253327776314,13646.850740745256
FIN,JED,IC4,private,F,False,1,27198.398165630428,0.6499224865785594,13599.199082815214
HEALTH,RUH,VP,public,F,True,1,27131.666631452412,0.33556796530111893,13565.833315726206
DATA,RUH,VP,mnc,M,False,1,27121.085742005438,0.26363942318941974,13560.542871002719
HEALTH,RUH,M4,public,F,False,1,27107.789129711564,0.4458609614459436,13553.894564855782
DESIGN,MAK,M1,startup,M,True,1,26919.75079184182,2.3107002887407955,13459.87539592091
DATA,RUH,IC3,public,M,False,1,26700.352932470538,0.6357307111844634,13350.176466235269
MARKETING,RUH,IC5,private,M,False,1,26652.8969955265,0.5361023579810327,13326.44849776325
CUSTOMER,MAK,IC6,private,M,True,1,26642.360137132986,0.7435243935366268,13321.180068566493
ENG_ELEC,MAK,M4,private,F,True,1,26597.70233704104,0.654400815686138,13298.85116852052
DESIGN,MAK,M1,private,M,True,1,26558.445516570006,2.2074937425667276,13279.222758285003
SALES,TAB,IC5,semigov,F,True,2,26454.759188953063,0.49527554397861595,13227.379594476532
MARKETING,RUH,VP,public,F,True,1,26435.38088117119,1.290739662570368,13217.690440585595
SWE,EST,D1,public,F,False,1,26388.532549003008,0.3675583069732851,13194.266274501504
PM,RUH,M4,private,M,True,1,26346.229241489724,0.38904058667580405,13173.114620744862
SWE,EST,D1,private,F,True,1,26255.22409171385,1.3647116842708302,13127.612045856926
FIN,RUH,IC5,semigov,F,False,1,25923.624211640457,0.5047893609415119,12961.812105820229
MARKETING,RUH,IC6,private,M,True,1,25846.00062156927,0.5783959866661729,12923.000310784635
SWE,RUH,M3,private,M,True,2,25741.97493665866,0.33975342366683353,12870.98746832933
SWE,RUH,M5,private,F,False,1,25693.856326547477,0.9815173274092358,12846.928163273738
DESIGN,RUH,M2,public,F,True,1,25561.319675746272,0.48425631893918997,12780.659837873136
CUSTOMER,RUH,M3,private,M,True,1,25530.59580743073,0.5198405413103897,12765.297903715365
HEALTH,JED,VP,mnc,F,True,1,25197.521006616895,0.42293608297843593,12598.760503308447
DATA,RUH,M1,pif_backed,M,False,1,25162.45716506825,0.4655797384731373,12581.228582534124
CUSTOMER,TAB,M4,private,M,True,1,24904.389089575212,0.7139141742479268,12452.194544787606
DATA,EST,IC6,semigov,F,True,1,24841.936644887515,0.4615410860286671,12420.968322443758
SUPPLY,ASR,IC5,semigov,M,True,1,24798.769140583685,0.7111537131976516,12399.384570291842
FIN,QAS,M2,private,M,True,1,24641.56377873424,0.5392644230123982,12320.78188936712
SALES,EST,D2,private,F,False,1,24634.547709999995,0.5734970297965519,12317.273854999998
PM,QAS,M2,semigov,M,True,2,24582.967709999994,0.5618728779059596,12291.483854999997
SWE,RUH,VP,private,M,True,1,24530.550279224597,0.17957306841561835,12265.275139612299
EDU,MAK,D2,public,M,True,1,24498.697709999997,0.5721438859556197,12249.348854999998
SALES,RUH,IC5,mnc,M,True,1,24436.43412969519,0.4655984943520833,12218.217064847595
PM,RUH,M4,private,M,False,1,24400.55751635397,0.37558925014786904,12200.278758176984
SWE,RUH,M4,mnc,M,True,1,24370.534573254838,0.7589203753118321,12185.267286627419
ENG_ELEC,JED,IC6,public,M,False,1,24360.978882430365,0.45677566245616863,12180.489441215183
ENG_CIVIL,RUH,M5,private,M,True,1,24279.845113077645,0.39316480111495067,12139.922556538822
EDU,RUH,IC4,mnc,F,False,1,24262.447985607447,0.6467044055586298,12131.223992803723
SWE,MAK,M3,private,M,True,1,24115.630577017808,1.0993466353313341,12057.815288508904
CUSTOMER,RUH,D2,public,M,False,1,23987.519520785405,1.542110893082246,11993.759760392702
LEGAL,RUH,M4,public,M,True,1,23800.569590257364,0.8597021236033286,11900.284795128682
SWE,QAS,M3,private,F,True,1,23799.6409022155,0.7726315774815239,11899.82045110775
HEALTH,JED,CXO,private,M,True,1,23793.907709999996,0.5649836459466409,11896.953854999998
ENG_CIVIL,JED,M1,pif_backed,M,False,1,23790.551291030133,0.5935835897035253,11895.275645515067
SWE,MAK,M2,semigov,F,False,1,23652.63384023343,0.392693393079727,11826.316920116715
ENG_CIVIL,NOR,CXO,mnc,F,False,1,23590.827709999994,0.5628757841868232,11795.413854999997
LEGAL,JED,M3,public,M,False,1,23536.9844061802,0.6972857299161817,11768.4922030901
SWE,RUH,D1,startup,M,True,1,23529.394878632815,0.8715923909336063,11764.697439316407
MARKETING,RUH,D2,startup,F,False,1,23240.493738361605,0.39575424214947896,11620.246869180803
OPS,NJR,SVP,startup,F,False,1,22956.297709999995,0.556156053824044,11478.148854999998
FIN,RUH,M3,startup,F,False,1,22908.002205280154,0.943884926037227,11454.001102640077
DATA,NJR,M3,public,M,False,1,22808.337709999996,0.5545593329339371,11404.168854999998
CUSTOMER,QAS,M3,private,F,False,1,22746.756912503417,2.8401246227718597,11373.378456251708
MARKETING,QAS,M4,private,M,False,1,22722.03637021084,1.01701860190427,11361.01818510542
SUPPLY,QAS,M4,public,M,True,1,22716.437709999995,0.553561790790036,11358.218854999997
PM,EST,IC6,private,F,True,1,22658.802589342893,0.4330212508734533,11329.401294671447
FIN,RUH,M3,mnc,M,True,2,22650.083640520377,2.5913217352424427,11325.041820260189
FIN,EST,D1,public,M,True,1,22580.788609813666,0.6725643138702659,11290.394304906833
SUPPLY,MAD,IC5,semigov,M,False,1,22573.30523322564,3.7532597589130012,11286.65261661282
CUSTOMER,MAD,IC6,mnc,F,True,1,22554.927709999993,0.5517977879088496,11277.463854999996
SWE,QAS,D1,private,F,True,1,22495.487709999998,0.5511450733304732,11247.743854999999
OPS,ASR,M1,pif_backed,F,True,1,22407.371068434473,0.7278471409380837,11203.685534217237
SWE,TAB,M5,private,F,False,1,22375.795072623478,0.6158538988462123,11187.897536311739
HEALTH,JED,IC4,semigov,F,True,1,22373.276827086578,0.6259092630819258,11186.638413543289
ENG_MECH,RUH,IC6,private,M,True,1,22360.09111100218,1.164511657620499,11180.04555550109
DATA,RUH,IC3,pif_backed,M,True,2,22244.663327429505,0.5369840017826857,11122.331663714753
FIN,EST,IC5,private,M,False,2,22183.022565436073,0.45878199665860336,11091.511282718036
DATA,QAS,M4,public,F,True,1,22147.58211946048,0.4078220920714317,11073.79105973024
ENG_ELEC,RUH,IC5,pif_backed,M,True,1,22017.560274878382,0.4575733512935545,11008.780137439191
CUSTOMER,RUH,IC5,mnc,M,True,2,21917.700562820035,0.47918413711920005,10958.850281410017
LEGAL,RUH,D1,semigov,F,True,1,21888.509048061882,0.5343327684023993,10944.254524030941
OPS,QAS,M3,semigov,M,True,2,21781.782625051997,0.7976615402746069,10890.891312525999
ENG_CIVIL,TAB,IC5,pif_backed,M,True,1,21772.337252769772,0.6026585892540588,10886.168626384886
ENG_ELEC,ASR,D1,private,M,False,1,21496.997599128612,1.0951032673341419,10748.498799564306
HR,EST,D3,startup,F,False,1,21430.767709999996,0.5391226705414353,10715.383854999998
DATA,RUH,IC6,private,M,False,1,21396.692377508174,0.3681389519134171,10698.346188754087
ENG_CIVIL,MAK,IC4,pif_backed,M,False,1,21337.885671004988,0.7174433913690131,10668.942835502494
FIN,EST,IC4,public,M,True,2,21300.56682779166,0.4150685753907102,10650.28341389583
HR,RUH,IC4,private,M,True,2,21208.358803175062,0.560406291455068,10604.179401587531
HR,RUH,VP,private,M,True,1,21181.24760137619,0.4353550720169337,10590.623800688096
HR,EST,IC4,semigov,M,False,1,21155.280010694187,0.6240011471291221,10577.640005347093
HR,QAS,IC5,semigov,M,True,1,21154.500379823512,0.5964668024711738,10577.250189911756
SWE,JAZ,M3,private,M,True,1,21044.79293634242,0.49024675265328527,10522.39646817121
SALES,EST,M3,pif_backed,M,False,1,20980.720638565144,0.3831727667861099,10490.360319282572
ENG_MECH,EST,M3,pif_backed,M,True,2,20887.724841603642,0.30097443801032736,10443.862420801821
DESIGN,ASR,IC4,semigov,M,True,1,20714.117713038446,0.6564296789533453,10357.058856519223
DESIGN,RUH,M3,private,M,False,1,20676.63364789038,2.496758834916648,10338.31682394519
DATA,JED,M3,private,M,True,1,20580.30069251544,0.36257876578292064,10290.15034625772
SALES,RUH,D1,pif_backed,F,True,1,20510.903852494506,0.380823739711751,10255.451926247253
SALES,MAK,M4,private,M,False,1,20439.645016377028,0.4528824567123493,10219.822508188514
DESIGN,TAB,M4,mnc,M,True,1,20427.29799190139,0.2735229080214995,10213.648995950694
SALES,JAZ,M1,public,M,False,1,20207.781607737248,3.415570967964689,10103.890803868624
CUSTOMER,RUH,M3,mnc,F,True,1,20201.414203917644,0.42645711363880395,10100.707101958822
DATA,JED,M2,public,F,False,1,20186.31062527944,0.8751839620553993,10093.15531263972
HEALTH,RUH,D1,private,F,False,2,20177.73260458846,0.77831524938742,10088.86630229423
DATA,EST,M4,public,M,False,1,20104.56681302977,0.1857340330469562,10052.283406514885
ENG_MECH,MAK,IC5,private,M,False,1,20056.062691502368,0.5273805992993446,10028.031345751184
PM,RUH,IC4,private,M,True,3,20015.86623054737,0.3372056309154545,10007.933115273685
SWE,EST,IC6,private,M,True,1,20015.291336180057,0.7400446252126948,10007.645668090028
FIN,RUH,M3,public,M,True,1,19979.916905261634,0.8665016738237185,9989.958452630817
DATA,EST,M1,semigov,M,False,1,19979.124754337725,0.46189445952831354,9989.562377168862
SWE,RUH,M3,private,F,False,1,19867.486083162577,0.33220487684228284,9933.743041581289
SALES,EST,M4,public,M,True,1,19843.24138594268,0.35861411393034665,9921.62069297134
SALES,EST,VP,public,M,False,1,19834.150332606318,0.538087141909338,9917.075166303159
OPS,RUH,IC6,public,M,True,1,19816.223007935612,0.4713466292039339,9908.111503967806
OPS,RUH,M3,startup,F,True,1,19649.1570619803,0.4717042616762688,9824.57853099015
DESIGN,JED,M5,private,M,True,1,19625.397709999994,0.5171952460112864,9812.698854999997
SALES,RUH,IC6,private,F,False,1,19591.807368515772,0.4313492957153017,9795.903684257886
DESIGN,RUH,D2,pif_backed,M,False,1,19497.53761544206,0.23708455704205206,9748.76880772103
LEGAL,MAK,M1,public,M,False,1,19285.333853309516,1.4752835083454785,9642.666926654758
FIN,QAS,M3,private,M,False,1,19268.786049585266,1.289092403682291,9634.393024792633
PM,RUH,M4,public,M,True,3,19241.324270382484,0.391687105763731,9620.662135191242
ENG_CIVIL,TAB,D1,private,M,True,1,19217.298026925848,0.36393985298182596,9608.649013462924
SWE,RUH,M4,public,M,True,1,19207.34724495602,0.5035951921111582,9603.67362247801
FIN,RUH,M4,public,M,True,1,19183.154269248203,0.312174094026221,9591.577134624102
HR,MAK,IC4,private,F,False,1,19166.912163305304,0.5758262474055946,9583.456081652652
FIN,TAB,IC3,private,F,False,1,18976.643607007627,2.959122212001008,9488.321803503813
SALES,ASR,IC6,private,F,False,1,18931.440661894932,3.2497370474265748,9465.720330947466
SWE,EST,M3,public,M,True,1,18921.65668156994,0.8815490368368551,9460.82834078497
SWE,JAZ,IC3,semigov,M,True,1,18892.590863547062,3.645022855644296,9446.295431773531
MARKETING,RUH,IC5,private,F,True,2,18889.13987719527,0.4991064868688313,9444.569938597635
SWE,MAK,M2,public,M,True,1,18796.742639244134,1.0151950613675174,9398.371319622067
PM,RUH,M2,private,M,False,1,18521.713308270857,1.0496231628063633,9260.856654135428
EDU,EST,M3,private,F,True,1,18357.43596313134,0.45829394383645455,9178.71798156567
MARKETING,MAK,IC4,private,F,True,1,18297.20585040457,0.5777438609415371,9148.602925202285
ENG_MECH,RUH,IC3,public,M,True,1,18291.35129120735,0.5498856205524589,9145.675645603675
MARKETING,JED,M1,mnc,M,True,1,18229.01513874419,0.42078400100513924,9114.507569372096
CUSTOMER,EST,IC4,public,M,True,1,18159.932527547473,0.6466959103292775,9079.966263773737
DATA,EST,M3,startup,M,True,1,18121.207594409687,0.8019447011189165,9060.603797204843
HR,EST,M3,semigov,M,True,1,18085.205211397308,0.5451230864436738,9042.602605698654
DATA,JED,IC4,mnc,M,True,1,17906.231934645984,0.47397052332872985,8953.115967322992
HR,RUH,IC6,private,F,False,1,17889.22057416172,2.3278070652037828,8944.61028708086
DATA,QAS,IC4,startup,M,True,1,17867.71061497314,0.5131901486739828,8933.85530748657
SWE,JED,M2,private,F,False,1,17768.242791385142,1.3544798527980089,8884.121395692571
DATA,JED,IC6,pif_backed,M,True,1,17745.876266548075,0.36884274038282666,8872.938133274038
FIN,NJR,M4,mnc,F,True,1,17733.557709999997,0.4918613065741978,8866.778854999999
LEGAL,BAH,M1,private,M,True,1,17627.474365766142,0.4771518793562898,8813.737182883071
OPS,MAD,IC4,semigov,M,False,1,17569.501101982984,0.5978823102114863,8784.750550991492
DATA,EST,M2,private,F,False,1,17551.907208058878,1.3633851783944313,8775.953604029439
ENG_MECH,JED,M1,public,M,False,1,17548.98676625151,2.078584108307178,8774.493383125755
DATA,HAI,IC6,private,M,False,1,17547.357709999993,0.4892234119312652,8773.678854999996
MARKETING,RUH,D2,mnc,F,False,1,17500.601299532063,0.3281433704666125,8750.300649766032
ENG_ELEC,EST,M5,public,M,True,1,17498.63964645002,0.43117620822378605,8749.31982322501
ENG_ELEC,TAB,IC4,public,M,True,1,17458.749890974286,0.529388948350083,8729.374945487143
HEALTH,MAD,IC3,private,M,False,1,17130.37461609061,0.6345706616241915,8565.187308045304
SUPPLY,RUH,VP,semigov,M,True,1,17125.717000568977,0.27254049464814906,8562.858500284488
ENG_CIVIL,RUH,D1,pif_backed,M,False,1,17090.89855094543,1.0198668783238918,8545.449275472714
HEALTH,EST,IC4,private,M,True,1,17077.70397115057,0.5446679461647278,8538.851985575286
OPS,TAB,D1,startup,M,False,1,17040.803253915732,0.9516142198145184,8520.401626957866
OPS,HAI,IC5,public,M,False,2,17018.66084505516,2.447190223186003,8509.33042252758
SALES,RUH,M4,mnc,M,True,1,16948.900110074683,0.5097675733120315,8474.450055037341
HR,QAS,M1,private,F,True,1,16843.607447573297,0.6513846092519072,8421.803723786648
FIN,MAD,M1,pif_backed,M,True,1,16829.636596819655,0.43564509603475854,8414.818298409828
SWE,EST,IC5,mnc,M,False,1,16779.477129895116,0.38410860516834733,8389.738564947558
SALES,MAD,M2,public,M,False,1,16759.779634110055,1.7970969034101385,8379.889817055027
FIN,RUH,M1,private,M,True,1,16713.345494604582,0.4502118614649882,8356.672747302291
MARKETING,RUH,IC5,startup,M,False,1,16692.589759651935,0.4442822311392178,8346.294879825968
SWE,MAK,IC5,public,F,True,2,16672.90469884582,0.29639518712951873,8336.45234942291
ENG_ELEC,MAK,IC6,private,M,True,1,16670.789377704805,0.5995543791185424,8335.394688852402
SUPPLY,EST,IC3,semigov,M,True,1,16652.025492833196,0.5498102309989611,8326.012746416598
SWE,RUH,M2,startup,M,True,1,16617.415416967655,0.3403787972265599,8308.707708483827
OPS,NJR,IC1,private,F,False,1,16520.422290000006,9.178012383333337,8260.211145000003
SWE,EST,M4,semigov,F,False,1,16382.993648356081,0.7468480678201984,8191.496824178041
HEALTH,RUH,M4,private,F,True,1,16266.640315231904,0.32872179653822864,8133.320157615952
HR,ASR,M1,semigov,F,False,1,16260.21106672698,1.838963935594911,8130.10553336349
MARKETING,JAZ,D1,pif_backed,F,False,1,16243.620825717422,0.5701536623756988,8121.810412858711
ENG_MECH,RUH,IC4,private,F,True,1,16192.428065897373,0.4461367995241564,8096.2140329486865
PM,MAD,M1,public,F,False,1,16191.745808799467,2.5511347006402305,8095.872904399734
SWE,RUH,IC5,startup,F,True,1,16127.94771257232,0.37357659080542566,8063.97385628616
ENG_ELEC,BAH,M2,semigov,M,True,1,16116.094664179047,0.7567748070122432,8058.0473320895235
FIN,RUH,IC4,pif_backed,M,False,2,16098.235816056967,0.42601778785825484,8049.117908028484
SWE,RUH,D1,private,M,False,2,16079.05397975767,0.6371213518090457,8039.526989878835
ENG_CIVIL,ASR,IC4,pif_backed,M,True,1,16063.82312207265,0.6006314896816795,8031.911561036325
CUSTOMER,NOR,IC1,semigov,F,False,1,16059.132290000005,7.101757089979616,8029.5661450000025
PM,RUH,M2,public,M,False,1,16049.610444313406,0.8177587081602279,8024.805222156703
DATA,EST,IC4,private,M,True,1,16038.827821596264,0.44109052536500604,8019.413910798132
PM,MAK,M1,startup,M,True,1,16034.277627761232,0.4620606912509177,8017.138813880616
PM,RUH,IC6,public,M,True,1,15977.293048900381,0.6792246620263701,7988.646524450191
PM,EST,M3,private,F,False,1,15922.564551521224,0.8147718367444476,7961.282275760612
ENG_ELEC,RUH,M3,pif_backed,M,True,1,15820.957479629666,0.3182378790714869,7910.478739814833
